@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1-2,5'

@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.523139,0.266667,0.276265,0.371715,0.942138,0.658683,1
0.533199,0.323077,0.264591,0.297872,0.971069,0.646707,0
0.521127,0.382051,0.151751,0.331665,0.998742,0.664671,0
0.525151,0.474359,0.031128,0.285357,0.979874,0.670659,0
0.472837,0.489744,0.050584,0.326658,0.981132,0.652695,0
0.454728,0.579487,0.175097,0.362954,0.94717,0.634731,0
0.466801,0.605128,0.256809,0.444305,0.913208,0.640719,1
0.468813,0.65641,0.311284,0.261577,0.859119,0.682635,1
0.54326,0.61282,0.2607,0.372966,0.823899,0.736527,1
0.577465,0.538462,0.182879,0.339174,0.803774,0.724551,1
0.569417,0.464103,0.163424,0.376721,0.802516,0.694611,0
0.513078,0.374359,0.182879,0.411765,0.788679,0.652695,0
0.444668,0.405128,0.237354,0.342929,0.786164,0.664671,0
0.432596,0.397436,0.276265,0.237797,0.772327,0.694611,0
0.416499,0.423077,0.237354,0.32791,0.750943,0.676647,0
0.408451,0.484615,0.233463,0.429287,0.728302,0.664671,1
0.392354,0.535897,0.276265,0.474343,0.699371,0.670659,1
0.400402,0.535897,0.276265,0.380476,0.680503,0.652695,1
0.384306,0.523077,0.276265,0.453066,0.664151,0.688623,0
0.358149,0.502564,0.272374,0.292866,0.638994,0.700599,0
0.32998,0.515385,0.264591,0.336671,0.612579,0.712575,0
0.273642,0.515385,0.326848,0.16771,0.572327,0.724551,1
0.237425,0.582051,0.44358,0.191489,0.515723,0.754491,2
0.309859,0.725641,0.599222,0.284105,0.447799,0.772455,2
0.462777,0.746154,0.319066,0.418023,0.431447,0.766467,1
0.368209,0.674359,0.315175,0.309136,0.427673,0.754491,1
0.38833,0.748718,0.392996,0.347935,0.396226,0.766467,3
0.565392,0.730769,0.299611,0.553191,0.398742,0.784431,2
0.432596,0.569231,0.171206,0.603254,0.416352,0.748503,2
0.460765,0.264103,0.233463,0.493116,0.345912,0.688623,1
0.674044,0.246154,0.346304,0.381727,0.225157,0.700599,1
0.716298,0.469231,0.357977,0.260325,0.21761,0.718563,2
0.60161,0.65641,0.389105,0.483104,0.283019,0.658683,2
0.547284,0.720513,0.392996,0.380476,0.334591,0.736527,2
0.631791,0.725641,0.303502,0.50438,0.345912,0.742515,2
0.684105,0.671795,0.428016,0.385482,0.374843,0.748503,2
0.49497,0.633333,0.315175,0.60826,0.403774,0.730539,2
0.229376,0.471795,0.447471,0.529412,0.377358,0.718563,2
0.372233,0.253846,0.762646,0.325407,0.216352,0.700599,3
0.756539,0.433333,0.175097,0.724656,0.135849,0.718563,3
0.820926,0.605128,0.412451,0.692115,0.221384,0.688623,3
0.756539,0.661538,0.55642,0.501877,0.309434,0.694611,3
0.782696,0.633333,0.474708,0.503129,0.396226,0.700599,3
0.742455,0.702564,0.474708,0.531915,0.491824,0.652695,3
0.645875,0.7,0.354086,0.560701,0.527044,0.568862,2
0.770624,0.582051,0.614786,0.411765,0.524528,0.598802,3
0.720322,0.564103,0.48249,0.478098,0.623899,0.652695,2
0.629779,0.605128,0.361868,0.401752,0.69434,0.688623,2
0.472837,0.610256,0.229572,0.476846,0.744654,0.682635,1
0.386318,0.661538,0.299611,0.415519,0.76478,0.694611,1
0.346076,0.61282,0.357977,0.364205,0.774843,0.706587,1
0.219316,0.487179,0.470817,0.226533,0.745912,0.706587,2
0.102616,0.425641,0.587549,0.272841,0.675472,0.694611,3
0.207243,0.635897,0.743191,0.506884,0.539623,0.676647,3
0.424547,0.792308,0.392996,0.560701,0.506918,0.754491,2
0.392354,0.682051,0.287938,0.490613,0.503145,0.736527,2
0.406439,0.658974,0.40856,0.48811,0.464151,0.736527,2
0.428571,0.630769,0.381323,0.455569,0.433962,0.730539,2
0.486921,0.533333,0.132296,0.463079,0.398742,0.712575,1
0.587525,0.597436,0.315175,0.395494,0.367296,0.724551,2
0.486921,0.520513,0.105058,0.479349,0.427673,0.688623,1
0.585513,0.448718,0.241245,0.503129,0.446541,0.664671,1
0.579477,0.546154,0.252918,0.47184,0.485535,0.712575,1
0.448692,0.715385,0.280156,0.356696,0.496855,0.724551,1
0.470825,0.651282,0.412451,0.364205,0.467925,0.664671,1
0.760563,0.517949,0.529183,0.251564,0.474214,0.664671,1
0.784708,0.561538,0.478599,0.246558,0.528302,0.682635,1
0.720322,0.576923,0.529183,0.262829,0.583648,0.694611,2
0.663984,0.55641,0.447471,0.312891,0.659119,0.688623,1
0.527163,0.607692,0.276265,0.364205,0.685535,0.688623,1
0.251509,0.68718,0.342412,0.356696,0.662893,0.676647,2
0.2334,0.782051,0.673152,0.24781,0.568553,0.670659,3
0.559356,0.638462,0.276265,0.48811,0.508176,0.724551,2
0.521127,0.589744,0.182879,0.496871,0.518239,0.724551,2
0.420523,0.725641,0.385214,0.451815,0.47673,0.706587,2
0.478873,0.841026,0.338521,0.400501,0.402516,0.694611,3
0.531187,0.871795,0.486381,0.549437,0.357233,0.694611,3
0.686117,0.741026,0.595331,0.624531,0.295597,0.688623,2
0.839034,0.605128,0.536965,0.474343,0.358491,0.682635,2
0.814889,0.610256,0.55642,0.461827,0.438994,0.670659,2
0.730382,0.487179,0.486381,0.399249,0.50566,0.646707,2
0.674044,0.561538,0.365759,0.449312,0.579874,0.658683,2
0.649899,0.538462,0.346304,0.376721,0.615094,0.622754,1
0.651912,0.484615,0.322957,0.410513,0.659119,0.634731,1
0.617706,0.505128,0.264591,0.389237,0.696855,0.640719,1
0.583501,0.558974,0.272374,0.413016,0.72327,0.634731,1
0.478873,0.664103,0.284047,0.372966,0.72327,0.628743,1
0.466801,0.766667,0.400778,0.295369,0.70566,0.664671,2
0.424547,0.776923,0.552529,0.276596,0.667925,0.658683,2
0.420523,0.787179,0.63035,0.395494,0.642767,0.658683,2
0.486921,0.653846,0.455253,0.395494,0.621384,0.622754,1
0.571429,0.512821,0.14786,0.377972,0.647799,0.664671,1
0.561368,0.441026,0.155642,0.357947,0.672956,0.640719,1
0.529175,0.438462,0.031128,0.444305,0.700629,0.628743,2
0.438632,0.471795,0.07393,0.617021,0.710692,0.646707,1
0.352113,0.476923,0.225681,0.549437,0.701887,0.652695,1
0.303823,0.561538,0.342412,0.411765,0.69434,0.652695,1
0.261569,0.579487,0.400778,0.260325,0.677987,0.646707,1
0.201207,0.612821,0.533074,0.234043,0.665409,0.652695,2
0.185111,0.628205,0.470817,0.379224,0.623899,0.670659,2
0.187123,0.664103,0.614786,0.385482,0.593711,0.670659,3
0.199195,0.641026,0.560311,0.514393,0.549686,0.694611,3
0.199195,0.620513,0.680934,0.491865,0.481761,0.694611,3
0.311871,0.738462,0.626459,0.578223,0.407547,0.718563,3
0.442656,0.671795,0.350195,0.638298,0.411321,0.664671,3
0.527163,0.715385,0.396887,0.564456,0.378616,0.676647,2
0.593561,0.6,0.2607,0.554443,0.406289,0.646707,2
0.674044,0.617949,0.396887,0.460576,0.437736,0.676647,2
0.571429,0.679487,0.342412,0.426783,0.457862,0.664671,2
0.50503,0.648718,0.268482,0.455569,0.447799,0.670659,2
0.511066,0.610256,0.315175,0.476846,0.410063,0.634731,2
0.613682,0.507692,0.175097,0.563204,0.362264,0.622754,1
0.700201,0.435897,0.237354,0.573217,0.376101,0.616766,2
0.710262,0.487179,0.373541,0.366708,0.388679,0.598802,2
0.639839,0.564103,0.18677,0.554443,0.391195,0.586826,2
0.587525,0.587179,0.233463,0.496871,0.381132,0.610778,1
0.478873,0.530769,0.171206,0.513141,0.383648,0.60479,1
0.460765,0.351282,0.046693,0.506884,0.387421,0.592814,2
0.464789,0.192308,0.29572,0.55194,0.423899,0.610778,1
0.595573,0.151282,0.494163,0.405507,0.467925,0.592814,1
0.663984,0.220513,0.431907,0.34418,0.52956,0.610778,2
0.71831,0.246154,0.478599,0.307885,0.566038,0.586826,2
0.706237,0.274359,0.48249,0.419274,0.61761,0.610778,2
0.746479,0.341026,0.498054,0.357947,0.672956,0.610778,2
0.748491,0.379487,0.501946,0.361702,0.700629,0.60479,2
0.742455,0.430769,0.544747,0.339174,0.698113,0.622754,1
0.722334,0.374359,0.36965,0.341677,0.728302,0.616766,2
0.67002,0.433333,0.447471,0.356696,0.754717,0.610778,1
0.61167,0.602564,0.159533,0.352941,0.752201,0.556886,2
0.722334,0.702564,0.533074,0.345432,0.674214,0.628743,3
0.871227,0.758974,0.727626,0.413016,0.561006,0.628743,3
0.911469,0.417949,0.848249,0.687109,0.568553,0.568862,3
0.784708,0.34359,0.723735,0.570713,0.640252,0.580838,3
0.704225,0.387179,0.525292,0.584481,0.689308,0.562874,3
0.599598,0.441026,0.400778,0.564456,0.710692,0.54491,2
0.509054,0.441026,0.233463,0.559449,0.718239,0.54491,1
0.416499,0.58718,0.198444,0.418023,0.716981,0.538922,1
0.297787,0.715385,0.459144,0.244055,0.667925,0.580838,1
0.305835,0.78718,0.595331,0.242804,0.561006,0.60479,2
0.625755,0.694872,0.521401,0.386733,0.43522,0.658683,2
0.792757,0.592308,0.603113,0.374218,0.442767,0.568862,3
0.686117,0.8,0.614786,0.470588,0.450314,0.580838,3
0.740443,0.735897,0.614786,0.574468,0.423899,0.598802,3
0.7666,0.68718,0.618677,0.673342,0.420126,0.60479,3
0.740443,0.464103,0.478599,0.657071,0.437736,0.568862,3
0.782696,0.348718,0.509728,0.619524,0.490566,0.550898,3
0.746479,0.310256,0.622568,0.589487,0.533333,0.491018,3
0.738431,0.28718,0.599222,0.620776,0.573585,0.497006,3
0.732394,0.271795,0.571984,0.544431,0.597484,0.497006,3
0.732394,0.246154,0.583658,0.603254,0.638994,0.502994,3
0.67002,0.302564,0.392996,0.540676,0.684277,0.526946,2
0.643863,0.471795,0.315175,0.470588,0.701887,0.54491,2
0.617706,0.689744,0.404669,0.411765,0.664151,0.57485,2
0.688129,0.661538,0.536965,0.320401,0.603774,0.598802,2
0.684105,0.461538,0.36965,0.36796,0.588679,0.562874,2
0.65996,0.507692,0.326848,0.543179,0.56478,0.538922,2
0.655936,0.458974,0.381323,0.451815,0.515723,0.48503,2
0.708249,0.392308,0.455253,0.385482,0.481761,0.437126,2
0.744467,0.433333,0.509728,0.374218,0.501887,0.39521,3
0.83501,0.358974,0.649805,0.434293,0.553459,0.467066,3
0.774648,0.428205,0.634241,0.525657,0.597484,0.449102,3
0.722334,0.497436,0.498054,0.595745,0.625157,0.431138,3
0.531187,0.676923,0.342412,0.556946,0.603774,0.449102,2
0.438632,0.94359,0.599222,0.458073,0.432704,0.48503,3
0.871227,0.758974,0.474708,0.44806,0.262893,0.431138,3
0.849095,0.833333,0.785992,0.578223,0.154717,0.383234,3
0.939638,0.751282,0.821012,0.780976,0.119497,0.520958,3
0.937626,0.623077,0.634241,0.836045,0.113208,0.431138,3
0.891348,0.520513,0.774319,0.797247,0.162264,0.473054,3
0.857143,0.448718,0.599222,0.679599,0.237736,0.449102,3
0.814889,0.428205,0.59144,0.583229,0.299371,0.377246,3
0.788732,0.420513,0.59144,0.60826,0.357233,0.365269,3
0.734406,0.402564,0.498054,0.733417,0.403774,0.329341,3
0.742455,0.292308,0.568093,0.590738,0.441509,0.383234,3
0.764588,0.269231,0.692607,0.506884,0.490566,0.275449,3
0.774648,0.279487,0.653696,0.525657,0.52956,0.257485,3
0.698189,0.407692,0.544747,0.524406,0.559748,0.311377,2
0.587525,0.487179,0.249027,0.538173,0.550943,0.323353,2
0.56338,0.402564,0.202335,0.483104,0.544654,0.215569,1
0.492958,0.461538,0.058366,0.436796,0.519497,0.293413,1
0.344064,0.364103,0.264591,0.449312,0.477987,0.287425,1
0.480885,0.164103,0.400778,0.319149,0.45283,0.347305,1
0.609658,0.279487,0.400778,0.266583,0.459119,0.353293,1
0.623742,0.384615,0.459144,0.397997,0.456604,0.293413,2
0.56338,0.305128,0.416342,0.560701,0.475472,0.299401,2
0.647887,0.276923,0.478599,0.449312,0.499371,0.251497,2
0.792757,0.305128,0.680934,0.410513,0.528302,0.173653,3
0.837022,0.317949,0.836576,0.660826,0.586164,0.215569,3
0.768612,0.307692,0.669261,0.643304,0.645283,0.221557,3
0.740443,0.246154,0.692607,0.563204,0.69434,0.281437,3
0.68008,0.323077,0.568093,0.52816,0.734591,0.359281,3
0.684105,0.446154,0.478599,0.494368,0.758491,0.359281,2
0.67002,0.469231,0.392996,0.400501,0.787421,0.443114,2
0.684105,0.464103,0.373541,0.345432,0.818868,0.479042,1
0.682093,0.564103,0.420233,0.26408,0.832704,0.467066,1
0.633803,0.646154,0.420233,0.26408,0.837736,0.467066,2
0.581489,0.74359,0.560311,0.276596,0.81761,0.491018,2
0.591549,0.846154,0.642023,0.361702,0.758491,0.550898,3
0.635815,0.794872,0.680934,0.493116,0.698113,0.520958,3
0.702213,0.841026,0.677043,0.531915,0.654088,0.520958,3
0.778672,0.769231,0.712062,0.491865,0.606289,0.562874,3
0.847082,0.620513,0.785992,0.610763,0.630189,0.568862,3
0.784708,0.430769,0.809339,0.727159,0.718239,0.508982,3
0.724346,0.407692,0.708171,0.634543,0.793711,0.467066,3
0.684105,0.407692,0.459144,0.589487,0.825157,0.329341,3
0.668008,0.264103,0.560311,0.170404,0.87044,0.39521,3
0.682093,0.4,0.474708,0.630788,0.885535,0.419162,2
0.72837,0.502564,0.44358,0.44806,0.869182,0.413174,2
0.712274,0.382051,0.431907,0.428035,0.871698,0.401198,2
0.663984,0.282051,0.439689,0.413016,0.901887,0.419162,2
0.67002,0.392308,0.33463,0.396746,0.924528,0.437126,1
0.702213,0.487179,0.357977,0.261577,0.937107,0.449102,1
0.655936,0.466667,0.373541,0.330413,0.940881,0.48503,2
0.607646,0.528205,0.319066,0.34418,0.940881,0.473054,2
0.569416,0.64359,0.322957,0.653317,0.937107,0.479042,2
0.484909,0.664103,0.373541,0.549437,0.914465,0.473054,2
0.430583,0.758974,0.435798,0.546934,0.87673,0.461078,2
0.406439,0.782051,0.579767,0.410513,0.810063,0.497006,2
0.410463,0.841026,0.548638,0.419274,0.748428,0.532934,2
0.486922,0.838461,0.536965,0.479349,0.724528,0.538922,3
0.400402,0.887179,0.568093,0.555695,0.693082,0.562874,3
0.418511,0.85641,0.571984,0.559449,0.684277,0.57485,3
0.325956,0.897436,0.51751,0.539424,0.666667,0.556886,3
0.289738,0.894872,0.673152,0.490613,0.621384,0.550898,3
0.402414,0.894872,0.607004,0.534418,0.586164,0.556886,3
0.430583,0.838462,0.645914,0.553191,0.562264,0.532934,3
0.486922,0.725641,0.412451,0.590738,0.538365,0.556886,3
0.573441,0.697436,0.494163,0.469337,0.554717,0.526946,2
0.416499,0.705128,0.412451,0.501877,0.581132,0.520958,3
0.509054,0.571795,0.171206,0.715895,0.576101,0.497006,2
0.555332,0.528205,0.190661,0.683354,0.568553,0.520958,3
0.55332,0.489744,0.202335,0.844806,0.576101,0.508982,2
0.585513,0.484615,0.178988,0.658323,0.56478,0.502994,2
0.605634,0.435897,0.202335,0.673342,0.559748,0.48503,2
0.585513,0.482051,0.178988,0.573217,0.548428,0.45509,2
0.450704,0.607692,0.280156,0.63204,0.549686,0.449102,2
0.32998,0.684615,0.361868,0.503129,0.52327,0.45509,2
0.325956,0.715385,0.583658,0.346683,0.449057,0.497006,2
0.412475,0.664103,0.579767,0.359199,0.378616,0.461078,2
0.575453,0.58718,0.307393,0.461827,0.318239,0.437126,2
0.651911,0.676923,0.439689,0.370463,0.314465,0.473054,2
0.509054,0.676923,0.338521,0.515645,0.363522,0.461078,2
0.535211,0.702564,0.319066,0.614518,0.379874,0.479042,2
0.480885,0.584615,0.280156,0.600751,0.392453,0.45509,2
0.422535,0.607692,0.214008,0.652065,0.413836,0.491018,2
0.297787,0.374359,0.392996,0.570713,0.405031,0.48503,2
0.346076,0.369231,0.645914,0.331665,0.32956,0.497006,2
0.414487,0.420513,0.428016,0.526909,0.337107,0.45509,2
0.410463,0.328205,0.202335,0.629537,0.348428,0.473054,2
0.501006,0.294872,0.233463,0.634543,0.36478,0.45509,2
0.61167,0.279487,0.307393,0.566959,0.386164,0.479042,2
0.651911,0.341026,0.36965,0.365457,0.421384,0.431138,1
0.617706,0.397436,0.182879,0.409262,0.455346,0.39521,1
0.432596,0.497436,0.046693,0.419274,0.466667,0.371257,1
0.305835,0.471795,0.365759,0.446809,0.45283,0.401198,1
0.10664,0.392308,0.536965,0.227785,0.420126,0.45509,2
0.056338,0.307692,0.552529,0.319149,0.371069,0.502994,3
0.247485,0.417949,0.770428,0.499374,0.315723,0.497006,3
0.297787,0.5,0.361868,0.623279,0.333333,0.520958,3
0.299799,0.407692,0.385214,0.730914,0.322013,0.520958,3
0.344064,0.333333,0.357977,0.594493,0.313208,0.508982,2
0.44668,0.282051,0.357977,0.573217,0.291824,0.467066,2
0.547284,0.317949,0.330739,0.564456,0.296855,0.48503,2
0.525151,0.417949,0.206226,0.618273,0.319497,0.443114,2
0.551308,0.505128,0.116732,0.61577,0.359748,0.443114,2
0.458752,0.582051,0.128405,0.69587,0.381132,0.443114,1
0.317907,0.682051,0.361868,0.47184,0.352201,0.473054,2
0.134809,0.597436,0.638132,0.36796,0.247799,0.508982,3
0.28169,0.648718,0.875486,0.573217,0.067925,0.491018,3
0.476861,0.735897,0.361868,0.571965,0.047799,0.502994,3
0.591549,0.838462,0.564202,0.60826,0,0.473054,3
0.752515,0.925641,0.715953,0.673342,0.010063,0.467066,3
0.740443,0.866667,0.821012,0.689612,0.119497,0.407186,3
0.690141,0.876923,0.77821,0.628285,0.194969,0.45509,3
0.629779,0.882051,0.634241,0.664581,0.267925,0.461078,3
0.525151,0.782051,0.420233,0.67209,0.325786,0.449102,2
0.519115,0.679487,0.330739,0.544431,0.361006,0.407186,2
0.557344,0.574359,0.214008,0.690864,0.389937,0.431138,2
0.637827,0.546154,0.319066,0.514393,0.412579,0.419162,1
0.676056,0.589744,0.33463,0.534418,0.444025,0.461078,2
0.706237,0.551282,0.373541,0.506884,0.461635,0.45509,2
0.71831,0.476923,0.587549,0.525657,0.49434,0.293413,2
0.716298,0.51282,0.396887,0.571965,0.495597,0.383234,2
0.641851,0.479487,0.33463,0.496871,0.493082,0.335329,2
0.641851,0.410256,0.299611,0.479349,0.503145,0.305389,1
0.665996,0.361538,0.276265,0.361702,0.52956,0.233533,2
0.676056,0.317949,0.385214,0.340426,0.538365,0.299401,2
0.724346,0.420513,0.536965,0.350438,0.561006,0.281437,2
0.682093,0.44359,0.36965,0.331665,0.591195,0.257485,2
0.571429,0.458974,0.159533,0.539424,0.625157,0.287425,2
0.517103,0.653846,0.249027,0.563204,0.632704,0.323353,1
0.661972,0.671795,0.381323,0.387985,0.6,0.497006,2
0.790744,0.541026,0.638132,0.28786,0.601258,0.473054,3
0.724346,0.546154,0.653696,0.503129,0.637736,0.443114,3
0.784708,0.592308,0.599222,0.524406,0.669182,0.419162,3
0.826962,0.484615,0.607004,0.679599,0.719497,0.383234,3
0.758551,0.451282,0.529183,0.633292,0.774843,0.431138,3
0.678068,0.466667,0.381323,0.683354,0.825157,0.431138,3
0.581489,0.592308,0.322957,0.742178,0.823899,0.42515,2
0.454728,0.620513,0.2607,0.663329,0.803774,0.407186,2
0.207243,0.592308,0.412451,0.436796,0.724528,0.437126,2
0.060362,0.669231,0.727626,0.409262,0.583648,0.443114,3
0.273642,0.774359,1,0.635795,0.401258,0.419162,3
0.661972,0.794872,0.513619,0.733417,0.322013,0.437126,3
0.575453,0.817949,0.51751,0.620776,0.315723,0.42515,3
0.448692,0.874359,0.607004,0.627034,0.286792,0.39521,3
0.374245,0.738462,0.743191,0.669587,0.27044,0.413174,3
0.344064,0.505128,0.579767,0.65582,0.301887,0.407186,3
0.376258,0.294872,0.40856,0.589487,0.378616,0.449102,2
0.458752,0.279487,0.202335,0.598248,0.459119,0.449102,2
0.521127,0.476923,0.143969,0.624531,0.47673,0.431138,2
0.412475,0.694872,0.435798,0.520651,0.407547,0.42515,2
0.498994,0.753846,0.684825,0.317897,0.255346,0.341317,2
0.857143,0.461538,0.548638,0.359199,0.2,0.407186,3
0.911469,0.530769,0.529183,0.46433,0.220126,0.311377,3
0.89336,0.61282,0.677043,0.554443,0.226415,0.419162,3
0.885312,0.61282,0.657588,0.67209,0.198742,0.401198,3
0.859155,0.502564,0.529183,0.793492,0.2,0.383234,3
0.822938,0.392308,0.59144,0.645807,0.247799,0.39521,3
0.794769,0.305128,0.529183,0.550688,0.295597,0.42515,3
0.802817,0.271795,0.657588,0.50438,0.36478,0.359281,2
0.754527,0.382051,0.48249,0.463079,0.392453,0.371257,2
0.661972,0.5,0.365759,0.414268,0.4,0.335329,2
0.531187,0.54359,0.373541,0.449312,0.387421,0.341317,1
0.513078,0.469231,0.105058,0.468085,0.391195,0.305389,1
0.571429,0.392308,0.151751,0.396746,0.406289,0.317365,3
0.637827,0.328205,0.206226,1,0.461635,0.257485,2
0.722334,0.307692,0.420233,0.558198,0.498113,0.341317,2
0.722334,0.297436,0.599222,0.493116,0.522013,0.191617,3
0.714286,0.217949,0.498054,0.481852,0.54717,0.143713,3
0.748491,0.251282,0.653696,0.453066,0.597484,0.293413,3
0.754527,0.192308,0.661479,0.560701,0.638994,0.329341,3
0.712274,0.174359,0.595331,0.476846,0.696855,0.317365,3
0.672032,0.269231,0.540856,0.489362,0.745912,0.353293,2
0.613682,0.428205,0.315175,0.440551,0.769811,0.365269,2
0.551308,0.523077,0.202335,0.473091,0.76478,0.407186,1
0.448692,0.717949,0.245136,0.310388,0.727044,0.389222,2
0.289738,0.835897,0.642023,0.257822,0.657862,0.42515,3
0.420523,0.805128,0.758755,0.485607,0.548428,0.383234,3
0.690141,0.587179,0.350195,0.624531,0.553459,0.449102,3
0.581489,0.610256,0.299611,0.584481,0.566038,0.431138,3
0.527163,0.676923,0.350195,0.633292,0.561006,0.431138,3
0.575453,0.625641,0.272374,0.700876,0.577358,0.353293,3
0.56338,0.615385,0.373541,0.743429,0.610063,0.431138,3
0.56338,0.658974,0.33463,0.724656,0.628931,0.413174,3
0.573441,0.648718,0.428016,0.778473,0.646541,0.377246,3
0.547284,0.671795,0.307393,0.64831,0.660377,0.419162,2
0.462777,0.764103,0.48249,0.584481,0.654088,0.443114,2
0.370221,0.887179,0.626459,0.397997,0.587421,0.461078,3
0.712274,0.35641,0.575875,0.170404,0.549686,0.449102,3
0.674044,0.392308,0.33463,0.570713,0.656604,0.443114,3
0.565392,0.515385,0.190661,0.64831,0.715723,0.437126,2
0.400402,0.610256,0.330739,0.728411,0.72956,0.419162,3
0.277666,0.7,0.552529,0.558198,0.700629,0.419162,3
0.215292,0.861538,0.774319,0.474343,0.623899,0.491018,3
0.311871,0.851282,0.789883,0.510638,0.594969,0.491018,3
0.44668,0.579487,0.357977,0.635795,0.627673,0.48503,3
0.356137,0.633333,0.389105,0.680851,0.558491,0.473054,3
0.414487,0.807692,0.599222,0.617021,0.522013,0.526946,3
0.537223,0.653846,0.338521,0.669587,0.489308,0.413174,3
0.589537,0.584615,0.416342,0.680851,0.555975,0.42515,3
0.384306,0.792308,0.420233,0.65582,0.622642,0.443114,3
0.420523,0.779487,0.474708,0.566959,0.622642,0.491018,3
0.211268,0.615385,0.459144,0.57572,0.597484,0.461078,3
0.255533,0.774359,0.599222,0.516896,0.479245,0.491018,3
0.331992,0.782051,0.735409,0.531915,0.425157,0.526946,3
0.555332,0.676923,0.291829,0.724656,0.445283,0.449102,3
0.583501,0.689744,0.365759,0.745932,0.522013,0.449102,3
0.571429,0.694872,0.571984,0.649562,0.597484,0.407186,3
0.539235,0.710256,0.416342,0.677096,0.657862,0.449102,3
0.384306,0.615385,0.342412,0.685857,0.690566,0.431138,3
0.285714,0.54359,0.412451,0.638298,0.679245,0.431138,2
0.215292,0.482051,0.51751,0.579474,0.623899,0.449102,2
0.146881,0.592308,0.680934,0.419274,0.549686,0.461078,3
0.179074,0.707692,0.684825,0.421777,0.51195,0.479042,3
0.255533,0.710256,0.661479,0.481852,0.49434,0.491018,3
0.27163,0.758974,0.70428,0.494368,0.489308,0.491018,3
0.239437,0.725641,0.614786,0.584481,0.498113,0.449102,3
0.338028,0.65641,0.544747,0.618273,0.506918,0.449102,3
0.380282,0.548718,0.311284,0.709637,0.525786,0.467066,3
0.430583,0.482051,0.143969,0.675845,0.542138,0.461078,2
0.422535,0.335897,0.070039,0.679599,0.559748,0.371257,2
0.448692,0.34359,0.035019,0.618273,0.569811,0.42515,2
0.488934,0.261538,0.29572,0.620776,0.58239,0.401198,1
0.470825,0.341026,0.175097,0.578223,0.583648,0.371257,1
0.454728,0.425641,0.062257,0.609512,0.576101,0.341317,2
0.430583,0.566667,0.307393,0.638298,0.58239,0.383234,1
0.43662,0.533333,0.198444,0.569462,0.615094,0.419162,1
0.336016,0.530769,0.311284,0.409262,0.615094,0.437126,1
0.267606,0.546154,0.365759,0.320401,0.586164,0.449102,2
0.205231,0.582051,0.583658,0.289111,0.539623,0.497006,2
0.134809,0.587179,0.645914,0.390488,0.490566,0.491018,3
0.158954,0.651282,0.669261,0.490613,0.437736,0.497006,3
0.225352,0.715385,0.564202,0.555695,0.394969,0.479042,3
0.382294,0.871795,0.677043,0.574468,0.392453,0.502994,3
0.571429,0.820513,0.548638,0.670839,0.485535,0.461078,3
0.422535,0.748718,0.521401,0.629537,0.554717,0.461078,3
0.235412,0.689744,0.490272,0.581977,0.577358,0.467066,3
0.156942,0.74359,0.669261,0.483104,0.538365,0.461078,3
0.21328,0.807692,0.708171,0.523154,0.477987,0.479042,3
0.243461,0.725641,0.762646,0.571965,0.454088,0.497006,3
0.321932,0.751282,0.684825,0.59199,0.418868,0.491018,3
0.414487,0.658974,0.33463,0.71214,0.45283,0.479042,3
0.344064,0.505128,0.182879,0.596996,0.436478,0.437126,3
0.428571,0.546154,0.155642,0.699625,0.398742,0.45509,3
0.468813,0.646154,0.202335,0.669587,0.381132,0.42515,3
0.454728,0.697436,0.350195,0.669587,0.392453,0.449102,3
0.386318,0.607692,0.400778,0.625782,0.397484,0.449102,2
0.342052,0.415385,0.326848,0.531915,0.379874,0.461078,2
0.406439,0.287179,0.354086,0.494368,0.320755,0.443114,2
