@relation test-weka.filters.unsupervised.attribute.Remove-R16-17-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A+0.650031)/(16.050012+0.650031)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-96020)/(103850-96020)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-48)/(100-48)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A+24.399998)/(25.300001+24.399998)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A+17.9)/(21.10002+17.9)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A+0)/(359-0)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-0.1)/(19.7-0.1)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-0.4)/(26.1-0.4)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-2.94)/(17.39-2.94)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-3.1)/(11.09-3.1)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-95880)/(103830-95880)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A+0.9)/(15.8+0.9)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-6)/(16.1-6)-V-R13-weka.filters.unsupervised.attribute.MathExpression-E(A-6)/(16.1-6)-V-R13-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10

@attribute air numeric
@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.467066,0.59387,0.448692,0.828205,0.487465,0.552529,0.354193,0.608805,0.479042,?
0.479041,0.51341,0.404427,0.958974,0.451253,0.708171,0.460576,0.532075,0.508982,?
0.485029,0.469987,0.472837,0.941025,0.493036,0.677043,0.560701,0.455346,0.520958,?
0.497006,0.528736,0.607646,0.864102,0.557103,0.642023,0.617021,0.500629,0.532934,?
0.395209,0.606641,0.684105,0.784615,0.576602,0.677043,0.660826,0.572327,0.51497,?
0.407186,0.704981,0.631791,0.674359,0.643454,0.614786,0.758448,0.675472,0.467066,?
0.419162,0.750958,0.440644,0.666666,0.590529,0.326848,0.754693,0.755975,0.45509,?
0.461079,0.688378,0.249497,0.628205,0.364903,0.544747,0.755945,0.724528,0.473054,?
0.520959,0.62069,0.386318,0.851282,0.43454,0.575875,0.506884,0.626415,0.526946,?
0.485031,0.666667,0.503018,0.833333,0.543175,0.649805,0.478098,0.647799,0.526946,?
0.514971,0.689655,0.354125,0.774359,0.476323,0.575875,0.543179,0.680503,0.54491,?
0.479041,0.676884,0.315895,0.85641,0.431755,0.719844,0.509387,0.686792,0.550898,?
0.497006,0.646232,0.319919,0.892307,0.445682,0.708171,0.607009,0.650314,0.532934,?
0.514971,0.63857,0.366197,0.858974,0.442897,0.622568,0.612015,0.65283,0.508982,?
0.550899,0.621967,0.384306,0.876923,0.456825,0.55642,0.576971,0.625157,0.526946,?
0.508981,0.634738,0.444668,0.830769,0.504178,0.571984,0.623279,0.638994,0.532934,?
0.508981,0.609195,0.386318,0.717948,0.428969,0.400778,0.561952,0.631447,0.508982,?
0.544911,0.554278,0.358149,0.792307,0.420613,0.571984,0.556946,0.569811,0.520958,?
0.514971,0.537676,0.374245,0.776923,0.448468,0.614786,0.453066,0.544654,0.526946,?
0.479041,0.510856,0.336016,0.725641,0.426184,0.552529,0.521902,0.527044,0.508982,?
0.497006,0.485313,0.460765,0.692307,0.442897,0.404669,0.473091,0.496855,0.51497,?
0.413172,0.523627,0.549296,0.541025,0.81337,0.202335,0.639549,0.52327,0.461078,?
0.401199,0.55811,0.482897,0.548718,0.75766,0.143969,0.584481,0.559748,0.419162,?
0.437126,0.537676,0.392354,0.484615,0.203343,0.22179,0.60826,0.555975,0.437126,?
0.443112,0.482759,0.299799,0.471795,0.192201,0.319066,0.541927,0.513208,0.461078,?
0.502992,0.395913,0.406439,0.651282,0.272981,0.357977,0.456821,0.420126,0.497006,?
0.419161,0.454662,0.605634,0.882051,0.534819,0.498054,0.374218,0.41761,0.48503,?
0.425151,0.597701,0.484909,0.825641,0.520891,0.607004,0.456821,0.571069,0.51497,?
0.443114,0.637292,0.299799,0.733333,0.412256,0.350195,0.509387,0.656604,0.502994,?
0.473052,0.478927,0.054326,0.564102,0.253482,0.626459,0.406758,0.557233,0.51497,?
0.526946,0.310345,0.203219,1.033333,0.35376,0.894942,0.56821,0.362264,0.568862,?
0.502994,0.430396,0.591549,0.915384,0.543175,0.797665,0.64831,0.377358,0.467066,?
0.395209,0.578544,0.527163,0.761538,0.543175,0.498054,0.679599,0.558491,0.48503,?
0.413172,0.618135,0.396378,0.66923,0.467967,0.400778,0.689612,0.627673,0.473054,?
0.431139,0.607918,0.305835,0.641025,0.331476,0.400778,0.715895,0.636478,0.467066,?
0.431139,0.588761,0.370221,0.715384,0.392758,0.447471,0.510638,0.606289,0.473054,?
0.461079,0.637292,0.44668,0.746154,0.467967,0.459144,0.466834,0.630189,0.467066,?
0.443114,0.685824,0.38833,0.607692,0.43454,0.365759,0.525657,0.691824,0.449102,?
0.455089,0.655172,0.257545,0.587179,0.345404,0.350195,0.433041,0.680503,0.48503,?
0.508981,0.609195,0.315895,0.725641,0.342618,0.560311,0.496871,0.613836,0.508982,?
0.497006,0.613027,0.404427,0.776923,0.420613,0.540856,0.446809,0.601258,0.48503,?
0.497006,0.618135,0.440644,0.625641,0.495822,0.214008,0.540676,0.616352,0.48503,?
0.485031,0.58493,0.434608,0.528205,0.470752,0.198444,0.558198,0.587421,0.48503,?
0.497006,0.50447,0.472837,0.469231,0.284123,0.18677,0.584481,0.518239,0.473054,?
0.431139,0.490421,0.734406,0.605128,0.649025,0.319066,0.643304,0.440252,0.45509,?
0.389221,0.583653,0.726358,0.715384,0.662953,0.498054,0.43179,0.553459,0.407186,?
0.347306,0.624521,0.637827,0.761538,0.615599,0.509728,0.465582,0.603774,0.431138,?
0.365271,0.65645,0.702213,0.617948,0.67688,0.544747,0.441802,0.613836,0.389222,?
0.305391,0.696041,0.688129,0.561538,0.743733,0.346304,0.454318,0.696855,0.407186,?
0.365271,0.680715,0.472837,0.715384,0.520891,0.396887,0.484355,0.689308,0.407186,?
0.431139,0.528736,0.32998,0.953846,0.409471,0.750973,0.335419,0.553459,0.419162,?
0.461077,0.453384,0.633803,0.697436,0.587744,0.431907,0.483104,0.456604,0.479042,?
0.365269,0.503193,0.792757,0.517948,0.763231,0.428016,0.439299,0.498113,0.42515,?
0.365271,0.538953,0.698189,0.558974,0.715877,0.459144,0.541927,0.510692,0.42515,?
0.383232,0.560664,0.740443,0.594872,0.707521,0.560311,0.555695,0.543396,0.413174,?
0.335329,0.588761,0.706237,0.682051,0.665738,0.55642,0.523154,0.571069,0.413174,?
0.353292,0.586207,0.686117,0.638461,0.685237,0.521401,0.46433,0.574843,0.389222,?
0.353292,0.565773,0.663984,0.65641,0.626741,0.583658,0.553191,0.561006,0.275449,?
0.323352,0.555556,0.692153,0.592307,0.665738,0.435798,0.554443,0.542138,0.383234,?
0.32934,0.578544,0.712274,0.502564,0.710306,0.322957,0.71965,0.571069,0.353293,?
0.311379,0.618135,0.67002,0.387179,0.760446,0.342412,0.617021,0.613836,0.317365,?
0.347306,0.671775,0.579477,0.266667,0.949861,0.249027,0.638298,0.664151,0.359281,?
0.377246,0.738186,0.541248,0.228205,0.977716,0.350195,0.595745,0.732075,0.389222,?
0.371257,0.813538,0.49497,0.225641,0,0.311284,0.514393,0.811321,0.419162,?
0.317366,0.85696,0.533199,0.315384,0.916435,0.151751,0.618273,0.859119,0.413174,?
0.275451,0.885057,0.599598,0.369231,0.785515,0.284047,0.470588,0.881761,0.359281,?
0.269462,0.888889,0.643863,0.482051,0.729805,0.354086,0.369212,0.880503,0.365269,?
0.353292,0.902937,0.686117,0.510256,0.715877,0.439689,0.245307,0.886792,0.407186,?
0.365269,0.908046,0.65996,0.515384,0.732591,0.40856,0.360451,0.891824,0.407186,?
0.353292,0.914432,0.605634,0.430769,0.841226,0.245136,0.720901,0.90566,0.377246,?
0.353294,0.929757,0.599598,0.333333,0.86351,0.346304,0.658323,0.92327,0.401198,?
0.329342,0.939974,0.488934,0.294872,0.949861,0.291829,0.589487,0.945912,0.39521,?
0.305391,0.941252,0.416499,0.328205,0.072423,0.237354,0.668335,0.952201,0.377246,?
0.317366,0.91954,0.293763,0.45641,0.24234,0.400778,0.413016,0.939623,0.377246,?
0.359282,0.882503,0.189135,0.56923,0.303621,0.521401,0.229036,0.908176,0.401198,?
0.335331,0.849298,0.152917,0.610256,0.300836,0.661479,0.337922,0.883019,0.401198,?
0.341317,0.841635,0.169014,0.615384,0.300836,0.692607,0.300375,0.866667,0.389222,?
0.335331,0.83014,0.148893,0.648718,0.328691,0.669261,0.474343,0.845283,0.419162,?
0.359281,0.790549,0.144869,0.689743,0.337047,0.700389,0.494807,0.811321,0.413174,?
0.395211,0.749681,0.110664,0.705128,0.32312,0.735409,0.585732,0.78239,0.42515,?
0.419162,0.725415,0.179074,0.697436,0.342618,0.688716,0.570713,0.762264,0.42515,?
0.407186,0.710089,0.225352,0.689743,0.345404,0.661479,0.56821,0.730818,0.449102,?
0.365269,0.697318,0.313883,0.66923,0.373259,0.610895,0.605757,0.708176,0.407186,?
0.365271,0.707535,0.374245,0.558974,0.392758,0.377432,0.60826,0.715723,0.377246,?
0.347306,0.712644,0.533199,0.453846,0.401114,0.237354,0.630788,0.710692,0.341317,?
0.353294,0.753512,0.672032,0.44359,0.740947,0.459144,0.53567,0.743396,0.377246,?
0.335331,0.828863,0.682093,0.466667,0.699164,0.346304,0.625782,0.803774,0.347305,?
0.2994,0.879949,0.651911,0.479487,0.727019,0.373541,0.533166,0.869182,0.383234,?
0.299402,0.922095,0.625754,0.479487,0.746518,0.350195,0.510638,0.90566,0.365269,?
0.305389,0.93742,0.569416,0.41282,0.791086,0.249027,0.520651,0.928302,0.359281,?
0.293412,0.920817,0.486921,0.394872,0.891365,0.18677,0.52816,0.925786,0.347305,?
0.305391,0.9106,0.470825,0.310256,0.922006,0.18677,0.489362,0.918239,0.347305,?
0.275451,0.867178,0.440644,0.271795,0.994429,0.322957,0.39174,0.880503,0.299401,?
0.311379,0.840358,0.414487,0.330769,0.094708,0.151751,0.49562,0.857862,0.305389,?
0.311377,0.818646,0.374245,0.392307,0.214485,0.276265,0.624531,0.838994,0.269461,?
0.311379,0.796935,0.346076,0.371795,0.203343,0.276265,0.501877,0.822642,0.299401,?
0.26946,0.777778,0.261569,0.387179,0.228412,0.389105,0.325407,0.801258,0.251497,?
0.305391,0.739464,0.239437,0.4,0.300836,0.447471,0.325407,0.783648,0.275449,?
0.26946,0.720307,0.207243,0.364102,0.253482,0.501946,0.332916,0.752201,0.299401,?
0.305389,0.711367,0.239437,0.341026,0.192201,0.451362,0.362954,0.740881,0.305389,?
0.263472,0.701149,0.269618,0.374359,0.247911,0.447471,0.389237,0.728302,0.245509,?
0.293412,0.696041,0.299799,0.389743,0.264624,0.346304,0.332916,0.724528,0.263473,?
0.281437,0.699872,0.315895,0.397436,0.295265,0.330739,0.38423,0.714465,0.287425,?
0.257486,0.694764,0.277666,0.338461,0.200557,0.396887,0.306633,0.724528,0.269461,?
0.263472,0.67433,0.283702,0.423077,0.292479,0.373541,0.256571,0.710692,0.263473,?
0.251497,0.689655,0.29175,0.394872,0.197772,0.373541,0.266583,0.714465,0.257485,?
0.233534,0.704981,0.331992,0.5,0.286908,0.330739,0.295369,0.720755,0.245509,?
0.263474,0.725415,0.34004,0.584615,0.426184,0.357977,0.281602,0.739623,0.317365,?
0.26946,0.717752,0.305835,0.648718,0.37883,0.478599,0.209011,0.744654,0.251497,?
0.299402,0.712644,0.211268,0.674359,0.359331,0.626459,0.272841,0.730818,0.329341,?
0.365271,0.67433,0.199195,0.720513,0.345404,0.70428,0.36796,0.699371,0.329341,?
0.371259,0.644955,0.315895,0.738461,0.381616,0.614786,0.436796,0.67044,0.413174,?
0.431139,0.618135,0.396378,0.689743,0.389972,0.529183,0.48811,0.621384,0.42515,?
0.371257,0.546616,0.404427,0.715384,0.451253,0.486381,0.573217,0.561006,0.401198,?
0.401197,0.515964,0.501006,0.692307,0.409471,0.357977,0.53567,0.51195,0.413174,?
0.419161,0.542784,0.496982,0.707692,0.545961,0.303502,0.593242,0.530818,0.437126,?
0.449102,0.509579,0.430583,0.920512,0.398329,0.63035,0.570713,0.522013,0.45509,?
0.473054,0.514687,0.551308,0.976923,0.512535,0.692607,0.546934,0.489308,0.51497,?
0.443114,0.618135,0.577465,0.828205,0.545961,0.634241,0.623279,0.587421,0.502994,?
0.401197,0.67433,0.448692,0.694871,0.506964,0.420233,0.717146,0.655346,0.45509,?
0.419162,0.613027,0.370221,0.610256,0.384401,0.256809,0.826033,0.631447,0.419162,?
0.413174,0.546616,0.43662,0.702564,0.417827,0.389105,0.737171,0.563522,0.431138,?
0.389221,0.564496,0.645875,0.646154,0.590529,0.435798,0.714643,0.549686,0.419162,?
0.353292,0.632184,0.686117,0.528205,0.604457,0.357977,0.640801,0.603774,0.383234,?
0.299402,0.679438,0.639839,0.366666,0.81337,0.291829,0.536921,0.67673,0.341317,?
0.305391,0.706258,0.496982,0.287179,0.958217,0.256809,0.574468,0.699371,0.365269,?
0.305391,0.676884,0.438632,0.253846,0.02507,0.33463,0.543179,0.699371,0.377246,?
0.329342,0.625798,0.442656,0.14359,0.033426,0.521401,0.321652,0.651572,0.377246,?
0.365271,0.586207,0.468813,0.046154,0,0.607004,0.271589,0.615094,0.371257,?
0.389222,0.561941,0.555332,0.012821,0.97493,0.599222,0.352941,0.586164,0.359281,?
0.281439,0.572158,0.613682,0.061538,0.935933,0.552529,0.32791,0.576101,0.323353,?
0.263472,0.58493,0.748491,0.194872,0.888579,0.560311,0.35169,0.566038,0.323353,?
0.239522,0.582375,0.72837,0.433333,0.810585,0.36965,0.346683,0.558491,0.311377,?
0.251499,0.555556,0.585513,0.694871,0.651811,0.276265,0.339174,0.562264,0.251497,?
0.371259,0.46871,0.44668,0.797436,0.437326,0.579767,0.226533,0.490566,0.347305,?
0.359282,0.476373,0.700201,0.666666,0.607242,0.521401,0.36796,0.447799,0.431138,?
0.353294,0.518519,0.756539,0.651282,0.688022,0.529183,0.514393,0.486792,0.42515,?
0.359281,0.56705,0.674044,0.646154,0.685237,0.521401,0.509387,0.545912,0.401198,?
0.365269,0.597701,0.597585,0.579487,0.662953,0.377432,0.536921,0.586164,0.413174,?
0.329342,0.609195,0.531187,0.5,0.70195,0.326848,0.598248,0.615094,0.359281,?
0.329342,0.615581,0.531187,0.433333,0.805014,0.081712,0.649562,0.622642,0.305389,?
0.323352,0.61175,0.605634,0.441025,0.83844,0.241245,0.594493,0.618868,0.359281,?
0.299402,0.614304,0.613682,0.433333,0.874652,0.198444,0.533166,0.61761,0.347305,?
0.251497,0.601533,0.629779,0.435897,0.796657,0.326848,0.526909,0.615094,0.335329,?
0.245511,0.59387,0.599598,0.474359,0.649025,0.206226,0.622028,0.594969,0.311377,?
0.251499,0.574713,0.704225,0.453846,0.749304,0.412451,0.476846,0.581132,0.329341,?
0.23952,0.577267,0.668008,0.487179,0.724234,0.346304,0.375469,0.572327,0.317365,?
0.221559,0.581098,0.647887,0.517949,0.785515,0.486381,0.401752,0.583648,0.293413,?
0.257486,0.588761,0.605634,0.546154,0.704735,0.276265,0.387985,0.58239,0.347305,?
0.305391,0.595147,0.571429,0.515384,0.821727,0.225681,0.419274,0.601258,0.329341,?
0.299402,0.613027,0.503018,0.535897,0.598886,0.019455,0.638298,0.616352,0.317365,?
0.323354,0.62963,0.448692,0.566666,0.43454,0.163424,1.131414,0.638994,0.347305,?
0.347306,0.62069,0.364185,0.594871,0.428969,0.175097,0.782228,0.642767,0.335329,?
0.359281,0.598978,0.305835,0.628205,0.384401,0.40856,0.598248,0.621384,0.359281,?
0.347306,0.546616,0.279678,0.702564,0.35376,0.70428,0.456821,0.567296,0.353293,?
0.341317,0.515964,0.350101,0.687179,0.37883,0.603113,0.463079,0.528302,0.39521,?
0.359282,0.52235,0.517103,0.617948,0.473538,0.225681,0.501877,0.533333,0.401198,?
0.359282,0.527458,0.434608,0.658974,0.401114,0.256809,0.566959,0.534591,0.377246,?
0.365271,0.501916,0.394366,0.761538,0.43454,0.44358,0.476846,0.518239,0.401198,?
0.359282,0.473819,0.307847,0.792307,0.389972,0.571984,0.377972,0.504403,0.419162,?
0.425149,0.412516,0.241449,0.733333,0.381616,0.66537,0.420526,0.437736,0.437126,?
0.443112,0.38825,0.362173,0.930769,0.406685,0.774319,0.619524,0.405031,0.443114,?
0.443112,0.503193,0.482897,0.692307,0.462396,0.361868,0.603254,0.491824,0.461078,?
0.371259,0.458493,0.171026,0.66923,0.334262,0.552529,0.530663,0.48805,0.437126,?
0.485031,0.272031,0.171026,0.930769,0.345404,0.875486,0.526909,0.316981,0.497006,?
0.425151,0.417625,0.498994,0.71282,0.537604,0.33463,0.724656,0.412579,0.449102,?
0.461077,0.422733,0.402414,0.615384,0.348189,0.202335,0.682103,0.440252,0.431138,?
0.377246,0.42401,0.414487,0.571795,0.303621,0.120623,0.734668,0.426415,0.419162,?
0.413174,0.40613,0.474849,0.482051,0.155989,0.120623,0.664581,0.422642,0.419162,?
0.449101,0.381865,0.414487,0.417949,0.281337,0.116732,0.683354,0.406289,0.419162,?
0.407186,0.347382,0.432596,0.489743,0.328691,0.315175,0.729662,0.340881,0.449102,?
0.461079,0.425287,0.525151,0.653846,0.437326,0.319066,0.56821,0.372327,0.443114,?
0.401199,0.46871,0.394366,0.366666,0.147632,0.062257,0.627034,0.489308,0.407186,?
0.473052,0.386973,0.245473,0.333333,0.108635,0.431907,0.584481,0.427673,0.407186,?
0.514969,0.254151,0.215292,0.541025,0.267409,0.610895,0.42428,0.28805,0.48503,?
0.485029,0.195402,0.160966,0.746154,0.306407,0.70428,0.485607,0.246541,0.461078,?
0.455089,0.243934,0.360161,0.858974,0.406685,0.595331,0.628285,0.257862,0.443114,?
0.371259,0.353768,0.559356,0.884615,0.479109,0.63035,0.530663,0.327044,0.407186,?
0.359281,0.444444,0.56338,0.782051,0.512535,0.610895,0.500626,0.423899,0.413174,?
0.2994,0.482759,0.496982,0.607692,0.548747,0.287938,0.500626,0.489308,0.389222,?
0.32934,0.453384,0.414487,0.379487,0.284123,0.167315,0.560701,0.47673,0.39521,?
0.383232,0.411239,0.464789,0.189744,0.019499,0.249027,0.461827,0.43522,0.383234,?
0.389222,0.399745,0.484909,0.164103,0.069638,0.357977,0.372966,0.41761,0.383234,?
0.311377,0.420179,0.56338,0.220513,0.963788,0.33463,0.420526,0.433962,0.359281,?
0.2994,0.454662,0.579477,0.287179,0.924791,0.33463,0.483104,0.465409,0.317365,?
0.311377,0.484036,0.603622,0.333333,0.874652,0.33463,0.555695,0.499371,0.305389,?
0.281439,0.524904,0.635815,0.441025,0.682451,0.225681,0.65582,0.530818,0.287425,?
0.263474,0.542784,0.651911,0.458974,0.749304,0.338521,0.445557,0.543396,0.305389,?
0.245511,0.546616,0.557344,0.520513,0.715877,0.2607,0.545682,0.548428,0.269461,?
0.2994,0.509579,0.444668,0.476923,0.250696,0.070039,0.466834,0.522013,0.251497,?
0.251499,0.475096,0.334004,0.451282,0.211699,0.264591,0.42428,0.504403,0.257485,?
0.275449,0.45083,0.331992,0.346154,0.203343,0.229572,0.401752,0.481761,0.239521,?
0.299402,0.43295,0.394366,0.264102,0.041783,0.307393,0.397997,0.460377,0.257485,?
0.32934,0.404853,0.492958,0.292308,0.880223,0.287938,0.702128,0.416352,0.323353,?
0.281439,0.407407,0.478873,0.369231,0.389972,0.175097,0.767209,0.423899,0.293413,?
0.281437,0.407407,0.561368,0.361538,0.966574,0.101167,0.629537,0.412579,0.305389,?
0.293412,0.40613,0.623742,0.379487,0.844011,0.272374,0.455569,0.407547,0.317365,?
0.239522,0.417625,0.668008,0.461538,0.793872,0.389105,0.371715,0.412579,0.269461,?
0.203592,0.455939,0.682093,0.541025,0.693593,0.330739,0.301627,0.445283,0.239521,?
0.12575,0.47765,0.615694,0.630769,0.651811,0.40856,0.350438,0.481761,0.191617,?
0.131737,0.490421,0.573441,0.635897,0.342618,0.241245,0.354193,0.504403,0.02994,?
0.1497,0.515964,0.547284,0.689743,0.442897,0.431907,0.360451,0.51195,0.215569,?
0.161677,0.52235,0.482897,0.638461,0.506964,0.291829,0.374218,0.542138,0.197605,?
0.1497,0.514687,0.440644,0.571795,0.356546,0.338521,0.317897,0.535849,0.197605,?
0.251499,0.454662,0.327968,0.441025,0.233983,0.490272,0.289111,0.486792,0.323353,?
0.2994,0.436782,0.297787,0.415384,0.350975,0.357977,0.257822,0.47044,0.347305,?
0.329342,0.458493,0.366197,0.258974,0.181058,0.315175,0.419274,0.484277,0.371257,?
0.323354,0.464879,0.535211,0.189743,0.061281,0.249027,0.44806,0.484277,0.341317,?
0.317366,0.454662,0.557344,0.202564,0.935933,0.338521,0.560701,0.47044,0.335329,?
0.311377,0.445722,0.605634,0.238461,0.91922,0.447471,0.50438,0.454088,0.293413,?
0.245509,0.426564,0.595573,0.284615,0.841226,0.326848,0.443054,0.432704,0.233533,?
0.233532,0.417625,0.60161,0.264102,0.89415,0.466926,0.531915,0.428931,0.275449,?
0.155689,0.436782,0.674044,0.264102,0.86351,0.459144,0.433041,0.444025,0.11976,?
0.053894,0.449553,0.698189,0.292308,0.796657,0.486381,0.443054,0.455346,0.047904,?
-0.011975,0.467433,0.710262,0.389743,0.754875,0.392996,0.446809,0.474214,0,?
-0.02994,0.507024,0.665996,0.502564,0.696379,0.143969,0.60826,0.50566,-0.005988,?
-0.017963,0.565773,0.655936,0.507692,0.690808,0.377432,0.503129,0.561006,0.041916,?
0.029942,0.639847,0.555332,0.469231,0.827298,0.245136,0.581977,0.644025,0.047904,?
0.065869,0.671775,0.402414,0.410256,0.05571,0.18677,0.530663,0.690566,0.065868,?
0.11976,0.688378,0.424547,0.423077,0.038997,0.194553,0.382979,0.708176,0.11976,?
0.143714,0.708812,0.372233,0.474359,0.228412,0.249027,0.330413,0.718239,0.11976,?
0.20958,0.716475,0.362173,0.507692,0.345404,0.14786,0.396746,0.739623,0.161677,?
0.245511,0.698595,0.305835,0.484615,0.264624,0.392996,0.170213,0.732075,0.263473,?
0.275451,0.473819,0.024145,0.174359,0.192201,0.840467,0.380476,0.548428,0.323353,?
0.335331,0.367816,0.158954,0.374359,0.197772,0.821012,0.540676,0.432704,0.203593,?
0.329342,0.337165,0.336016,0.564102,0.387187,0.389105,0.697121,0.369811,0.365269,?
0.347306,0.326948,0.297787,0.438461,0.311978,0.357977,0.684606,0.358491,0.323353,?
0.365271,0.315453,0.289738,0.34359,0.194986,0.420233,0.673342,0.362264,0.335329,?
0.389222,0.351213,0.37827,0.215385,0.116992,0.44358,0.56821,0.388679,0.371257,?
0.341319,0.425287,0.426559,0.24359,0.147632,0.392996,0.573217,0.440252,0.341317,?
0.323354,0.487867,0.454728,0.333333,0.069638,0.342412,0.583229,0.489308,0.281437,?
0.293412,0.515964,0.474849,0.458974,0.189415,0.241245,0.550688,0.522013,0.281437,?
0.269462,0.538953,0.49497,0.564102,0.350975,0.225681,0.501877,0.54717,0.299401,?
0.227545,0.54023,0.484909,0.628205,0.398329,0.428016,0.321652,0.558491,0.245509,?
0.23952,0.57599,0.54326,0.61282,0.551532,0.29572,0.312891,0.583648,0.281437,?
0.233532,0.601533,0.482897,0.566666,0.350975,0.416342,0.322904,0.612579,0.221557,?
0.251499,0.633461,0.478873,0.55641,0.320334,0.229572,0.309136,0.628931,0.281437,?
0.245509,0.633461,0.424547,0.574359,0.45961,0.291829,0.394243,0.644025,0.287425,?
0.215569,0.609195,0.424547,0.587179,0.278552,0.280156,0.380476,0.631447,0.227545,?
0.2994,0.565773,0.247485,0.505128,0.270195,0.40856,0.325407,0.597484,0.311377,?
0.335331,0.501916,0.227364,0.4,0.250696,0.533074,0.337922,0.54717,0.251497,?
0.317366,0.503193,0.32998,0.34359,0.194986,0.552529,0.468085,0.537107,0.287425,?
0.305389,0.572158,0.356137,0.264102,0.125348,0.435798,0.491865,0.594969,0.251497,?
0.251497,0.652618,0.352113,0.348718,0.189415,0.357977,0.440551,0.664151,0.215569,?
0.251499,0.680715,0.354125,0.435897,0.284123,0.284047,0.461827,0.70566,0.251497,?
0.26946,0.733078,0.285714,0.510256,0.328691,0.377432,0.347935,0.748428,0.287425,?
0.293414,0.688378,0.148893,0.484615,0.24234,0.680934,0.382979,0.734591,0.125749,?
0.377246,0.652618,0.27163,0.564102,0.292479,0.809339,0.436796,0.684277,0.233533,?
0.371257,0.588761,0.279678,0.487179,0.261838,0.673152,0.496871,0.623899,0.317365,?
0.341317,0.564496,0.366197,0.405128,0.228412,0.626459,0.435544,0.6,0.305389,?
0.281437,0.644955,0.460765,0.428205,0.21727,0.377432,0.466834,0.656604,0.293413,?
0.281437,0.707535,0.490946,0.392308,0.147632,0.214008,0.485607,0.718239,0.287425,?
0.23952,0.759898,0.444668,0.474359,0.220056,0.159533,0.564456,0.761006,0.275449,?
0.269462,0.779055,0.432596,0.533333,0.467967,0.198444,0.554443,0.787421,0.287425,?
0.32934,0.758621,0.348089,0.617948,0.389972,0.276265,0.481852,0.776101,0.293413,?
0.395211,0.697318,0.297787,0.694871,0.367688,0.466926,0.306633,0.722013,0.353293,?
0.359281,0.628352,0.394366,0.728205,0.381616,0.560311,0.294118,0.646541,0.39521,?
0.293412,0.689655,0.72837,0.487179,0.754875,0.396887,0.295369,0.681761,0.293413,?
0.305391,0.722861,0.692153,0.394872,0.81337,0.365759,0.314143,0.714465,0.293413,?
0.287426,0.745849,0.627767,0.353846,0.841226,0.326848,0.356696,0.740881,0.281437,?
0.263474,0.752235,0.575453,0.35641,0.869081,0.194553,0.435544,0.759748,0.233533,?
0.263474,0.758621,0.61167,0.389743,0.752089,0.140078,0.385482,0.758491,0.221557,?
0.293414,0.771392,0.68008,0.328205,0.891365,0.474708,0.295369,0.767296,0.311377,?
0.275451,0.814815,0.655936,0.320513,0.835655,0.392996,0.269086,0.798742,0.299401,?
0.305391,0.878672,0.597585,0.382051,0.899721,?,?,0.87673,0.269461,?
0.347306,0.905492,0.547284,0.384615,0.89415,0.182879,0.319149,0.904403,0.275449,?
0.239522,0.91954,0.448692,0.448718,0.041783,0.038911,0.326658,0.925786,0.251497,?
0.245511,0.934866,0.370221,0.515384,0.286908,0.202335,0.434293,0.949686,0.251497,?
0.209582,0.927203,0.285714,0.587179,0.348189,0.447471,0.158949,0.943396,0.299401,?
0.26946,0.905492,0.263581,0.597436,0.29805,0.474708,0.141427,0.925786,0.275449,?
0.287426,0.871009,0.275654,0.720513,0.398329,0.525292,0.226533,0.88805,0.317365,?
0.32934,0.805875,0.259557,0.723077,0.373259,0.548638,0.330413,0.830189,0.359281,?
0.347306,0.724138,0.259557,0.694871,0.364903,0.540856,0.380476,0.744654,0.353293,?
0.335329,0.661558,0.331992,0.564102,0.325905,0.486381,0.352941,0.685535,0.39521,?
0.371259,0.730524,0.430584,0.535897,0.370474,0.365759,0.403004,0.728302,0.401198,?
0.311377,0.805875,0.55332,0.425641,0.729805,0.081712,0.444305,0.796226,0.377246,?
