@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6'

@attribute air numeric
@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute APD numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.479043,0.618135,0.537223,0.535897,0.194553,0.540676,1
0.461079,0.57599,0.482897,0.576923,0.194553,0.67209,2
0.419161,0.537676,0.486921,0.671795,0.307393,0.675845,2
0.437126,0.491699,0.420523,0.774359,0.439689,0.454318,2
0.532932,0.643678,0.629779,0.707692,0.389105,0.588235,2
0.562872,0.800766,0.394366,0.625641,0.322957,0.570713,2
0.532932,0.758621,0.221328,0.605128,0.494163,0.430538,2
0.556886,0.733078,0.237425,0.71282,0.571984,0.326658,2
0.610778,0.745849,0.28169,0.625641,0.513619,0.419274,2
0.664669,0.719029,0.255533,0.582051,0.529183,0.360451,2
0.658683,0.698595,0.221328,0.625641,0.63035,0.38423,2
0.544911,0.812261,0.525151,0.582051,0.159533,0.386733,0
0.520958,0.810983,0.521127,0.579487,0.22179,0.451815,0
0.568861,0.813538,0.498994,0.641026,0.190661,0.317897,0
0.580838,0.808429,0.525151,0.553846,0.132296,0.352941,0
0.502992,0.890166,0.609658,0.402564,0.2607,0.221527,1
0.646706,0.854406,0.653924,0.34359,0.389105,0.281602,1
0.586826,0.83014,0.649899,0.364103,0.389105,0.180225,1
0.634729,0.692209,0.539235,0.648718,0.202335,0.42428,1
0.676646,0.66539,0.573441,0.51282,0.210117,0.395494,0
0.568861,0.675607,0.655936,0.397436,0.284047,0.239049,0
0.586826,0.670498,0.65996,0.589744,0.385214,0.359199,2
0.532934,0.613027,0.911469,0.417949,0.848249,0.687109,3
0.413174,0.542784,0.746479,0.310256,0.622568,0.589487,3
0.455089,0.590038,0.738431,0.28718,0.599222,0.620776,3
0.455091,0.610473,0.732394,0.271795,0.571984,0.544431,3
0.467066,0.646232,0.732394,0.246154,0.583658,0.603254,3
0.550899,0.655172,0.569417,0.676923,0.190661,0.489362,1
0.604791,0.673052,0.688129,0.402564,0.252918,0.244055,0
0.556886,0.711367,0.533199,0.679487,0.338521,0.215269,0
0.538923,0.701149,0.482897,0.653846,0.2607,0.181477,0
0.604791,0.692209,0.496982,0.605128,0.2607,0.232791,0
0.502992,0.411239,0.517103,0.710256,0.256809,0.554443,2
0.532934,0.44189,0.488934,0.525641,0.319066,0.559449,2
0.586826,0.701149,0.396378,0.394872,0.151751,0.50438,1
0.538921,0.721584,0.408451,0.415385,0.085603,0.420526,1
0.562872,0.717752,0.440644,0.441026,0.175097,0.32791,0
0.502992,0.726692,0.404427,0.458974,0.140078,0.397997,0
0.520958,0.721584,0.452716,0.505128,0.116732,0.340426,0
0.544909,0.673052,0.356137,0.430769,0.229572,0.281602,0
0.574849,0.517241,0.539235,0.723077,0.412451,0.564456,2
0.652694,0.547893,0.440644,0.823077,0.439689,0.451815,3
0.616766,0.577267,0.547284,0.838462,0.525292,0.576971,3
0.568861,0.62069,0.613682,0.723077,0.389105,0.599499,3
0.550899,0.787995,0.571429,0.410256,0.171206,0.647059,1
0.574851,0.796935,0.545272,0.405128,0.085603,0.723404,1
0.520958,0.885057,0.589537,0.346154,0.291829,0.340426,0
0.479041,0.922095,0.625754,0.323077,0.322957,0.214018,1
0.526946,0.923372,0.609658,0.328205,0.342412,0.291615,1
0.532934,0.891443,0.657948,0.358974,0.350195,0.300375,1
0.598803,0.776501,0.615694,0.369231,0.354086,0.195244,0
0.634731,0.748404,0.645875,0.410256,0.342412,0.193992,1
0.652693,0.734355,0.643863,0.382051,0.33463,0.284105,1
0.592812,0.697318,0.60161,0.451282,0.225681,0.324155,0
0.628743,0.675607,0.583501,0.535897,0.229572,0.284105,0
0.604789,0.720307,0.684105,0.438462,0.268482,0.274093,0
0.640719,0.687101,0.531187,0.769231,0.478599,0.345432,2
0.634729,0.652618,0.668008,0.646154,0.428016,0.399249,1
0.532932,0.742018,0.61167,0.602564,0.159533,0.352941,2
0.592812,0.598978,0.871227,0.758974,0.727626,0.413016,3
0.526946,0.443167,0.7666,0.68718,0.618677,0.673342,3
0.532932,0.461047,0.740443,0.464103,0.478599,0.657071,3
0.485031,0.490421,0.782696,0.348718,0.509728,0.619524,3
0.568863,0.592593,0.571429,0.55641,0.143969,0.404255,1
0.574851,0.725415,0.565392,0.697436,0.322957,0.18398,1
0.538923,0.375479,0.551308,0.905128,0.805447,0.573217,3
0.497006,0.399745,0.496982,0.853846,0.638132,0.61577,3
0.514969,0.402299,0.462777,0.779487,0.583658,0.64831,3
0.485029,0.427842,0.539235,0.576923,0.163424,0.560701,2
0.538923,0.484036,0.454728,0.428205,0.22179,0.589487,2
0.538921,0.555556,0.394366,0.423077,0.412451,0.499374,2
0.562872,0.619413,0.370221,0.371795,0.357977,0.593242,2
0.544911,0.673052,0.34004,0.392308,0.268482,0.494368,1
0.520958,0.715198,0.454728,0.415385,0.136187,0.460576,0
0.574851,0.715198,0.438632,0.423077,0.206226,0.322904,0
0.413174,0.47765,0.579477,0.638462,0.326848,0.320401,1
0.640718,0.431673,0.265594,0.735897,0.583658,0.334168,3
0.616766,0.436782,0.496982,0.687179,0.696498,0.420526,3
0.568863,0.782886,0.561368,0.448718,0.194553,0.505632,1
0.574849,0.794381,0.589537,0.376923,0.093385,0.644556,1
0.598803,0.851852,0.631791,0.394872,0.354086,0.235294,1
0.532934,0.904215,0.649899,0.325641,0.36965,0.275344,1
0.640719,0.720307,0.635815,0.428205,0.276265,0.294118,1
0.580839,0.708812,0.615694,0.430769,0.272374,0.35169,1
0.586826,0.770115,0.474849,0.8,0.478599,0.180225,2
0.658681,0.722861,0.496982,0.848718,0.564202,0.34418,2
0.604791,0.660281,0.732394,0.589744,0.377432,0.32791,1
0.562872,0.65645,0.655936,0.646154,0.287938,0.644556,2
0.556886,0.643678,0.682093,0.571795,0.303502,0.505632,2
0.556886,0.675607,0.690141,0.484615,0.33463,0.613267,1
0.574849,0.401022,0.464789,0.192308,0.29572,0.55194,1
0.598801,0.464879,0.595573,0.151282,0.494163,0.405507,1
0.562872,0.675607,0.746479,0.341026,0.498054,0.357947,2
0.598803,0.719029,0.742455,0.430769,0.544747,0.339174,1
0.574849,0.770115,0.67002,0.433333,0.447471,0.356696,1
0.526946,0.642401,0.496982,0.428205,0,0.284105,0
0.580839,0.65645,0.43662,0.341026,0.210117,0.289111,0
0.502994,0.280971,0.768612,0.789744,0.634241,0.430538,3
0.467066,0.332056,0.555332,0.84359,0.486381,0.533166,3
0.502994,0.363985,0.492958,0.851282,0.653696,0.555695,3
0.443114,0.55811,0.496982,0.641026,0.575875,0.379224,1
0.502994,0.499361,0.490946,0.525641,0.264591,0.382979,1
0.473054,0.443167,0.561368,0.45641,0.143969,0.454318,1
0.461077,0.452107,0.627767,0.55641,0.357977,0.376721,1
0.508981,0.490421,0.358149,0.7,0.33463,0.357947,2
0.556886,0.833972,0.539235,0.523077,0.058366,0.52816,0
0.502994,0.904215,0.623742,0.366667,0.202335,0.342929,0
0.479043,0.904215,0.577465,0.34359,0.291829,0.249061,0
0.407186,0.923372,0.641851,0.346154,0.280156,0.257822,0
0.604791,0.67433,0.549296,0.453846,0.198444,0.291615,0
0.706586,0.572158,0.29175,0.758974,0.51751,0.140175,2
0.634731,0.771392,0.67002,0.494872,0.268482,0.201502,0
0.580838,0.826309,0.597585,0.533333,0.225681,0.230288,0
0.610779,0.844189,0.595573,0.571795,0.175097,0.326658,0
0.538921,0.711367,0.748491,0.379487,0.501946,0.361702,2
0.580839,0.685824,0.722334,0.702564,0.533074,0.345432,3
0.502994,0.696041,0.416499,0.58718,0.198444,0.418023,1
0.568863,0.624521,0.297787,0.715385,0.459144,0.244055,1
0.628743,0.512133,0.305835,0.78718,0.595331,0.242804,2
0.67066,0.452107,0.625755,0.694872,0.521401,0.386733,2
0.610778,0.685824,0.509054,0.576923,0.167315,0.227785,0
0.562874,0.666667,0.49497,0.510256,0.108949,0.310388,0
0.508983,0.232439,0.583501,0.748718,0.342412,0.375469,2
0.497006,0.487867,0.698189,0.528205,0.416342,0.420526,2
0.467066,0.528736,0.661972,0.669231,0.431907,0.329161,2
0.485029,0.556833,0.609658,0.684615,0.439689,0.418023,2
0.473052,0.583653,0.545272,0.68718,0.478599,0.389237,2
0.598801,0.787995,0.547284,0.407692,0.105058,0.354193,0
0.676646,0.697318,0.607646,0.48718,0.284047,0.285357,0
0.604789,0.615581,0.523139,0.715385,0.354086,0.162703,1
0.610779,0.807152,0.637827,0.476923,0.237354,0.217772,0
0.610779,0.812261,0.498994,0.746154,0.338521,0.210263,1
0.628743,0.739464,0.655936,0.410256,0.198444,0.534418,2
0.664671,0.908046,0.609658,0.341026,0.276265,0.230288,0
0.712573,0.381865,0.311871,0.738462,0.626459,0.578223,3
0.622754,0.392082,0.511066,0.610256,0.315175,0.476846,2
0.622754,0.37037,0.613682,0.507692,0.175097,0.563204,1
0.550898,0.389527,0.710262,0.487179,0.373541,0.366708,2
0.580838,0.697318,0.637827,0.335897,0.291829,0.178974,0
0.502994,0.422733,0.647887,0.730769,0.51751,0.602003,3
0.532932,0.440613,0.541247,0.684615,0.373541,0.563204,2
0.502992,0.412516,0.360161,0.748718,0.412451,0.455569,2
0.598803,0.365262,0.420523,0.766667,0.540856,0.35169,2
0.670658,0.348659,0.39839,0.597436,0.412451,0.401752,2
0.592814,0.274585,0.317907,0.679487,0.564202,0.370463,2
0.520959,0.56705,0.599598,0.64359,0.404669,0.663329,3
0.580839,0.551724,0.468813,0.679487,0.392996,0.743429,2
0.532932,0.519796,0.452716,0.548718,0.264591,0.586984,2
0.497006,0.462324,0.498994,0.461538,0.264591,0.634543,2
0.491017,0.43295,0.649899,0.317949,0.206226,0.617021,1
0.502994,0.44189,0.688129,0.438462,0.48249,0.356696,2
0.532934,0.827586,0.527163,0.515385,0.093385,0.539424,0
0.556886,0.789272,0.509054,0.35641,0.093385,0.724656,0
0.616766,0.621967,0.577465,0.664103,0.299611,0.132666,0
0.586826,0.842912,0.523139,0.689744,0.272374,0.245307,0
0.658681,0.897829,0.625755,0.394872,0.233463,0.356696,1
0.616766,0.91954,0.676056,0.3,0.291829,0.32791,0
0.592814,0.371648,0.700201,0.435897,0.237354,0.573217,2
0.622753,0.371648,0.587525,0.587179,0.233463,0.496871,1
0.544911,0.36143,0.460765,0.351282,0.046693,0.506884,2
0.556886,0.628352,0.706237,0.274359,0.48249,0.419274,2
0.628743,0.707535,0.657948,0.353846,0.276265,0.1602,1
0.580839,0.726692,0.609658,0.44359,0.264591,0.146433,0
0.604789,0.725415,0.607646,0.466667,0.124514,0.158949,0
0.568861,0.283525,0.448692,0.828205,0.451362,0.778473,3
0.610778,0.264368,0.289738,0.848718,0.599222,0.649562,3
0.580839,0.224777,0.352113,0.876923,0.692607,0.593242,3
0.544911,0.227331,0.613682,0.841026,0.634241,0.670839,3
0.568861,0.342273,0.744467,0.776923,0.622568,0.540676,3
0.526946,0.535121,0.716298,0.615385,0.571984,0.678348,3
0.598803,0.787995,0.488934,0.366667,0.046693,0.729662,1
0.622753,0.835249,0.617706,0.394872,0.22179,0.566959,0
0.598803,0.651341,0.511066,0.523077,0.058366,0.339174,0
0.616766,0.641124,0.533199,0.6,0.182879,0.441802,0
0.640718,0.87484,0.639839,0.489744,0.287938,0.439299,1
0.598803,0.929757,0.641851,0.346154,0.202335,0.428035,1
0.616766,0.927203,0.643863,0.323077,0.194553,0.415519,1
0.646706,0.88378,0.674044,0.338462,0.190661,0.292866,0
0.67066,0.854406,0.62173,0.323077,0.237354,0.229036,0
0.73054,0.827586,0.651911,0.289744,0.214008,0.255319,0
0.604789,0.427842,0.50503,0.648718,0.268482,0.455569,2
0.550899,0.530013,0.663984,0.220513,0.431907,0.34418,2
0.520959,0.578544,0.71831,0.246154,0.478599,0.307885,2
0.622754,0.680715,0.484909,0.297436,0.214008,0.305382,0
0.634731,0.727969,0.674044,0.320513,0.346304,0.177722,0
0.592812,0.730524,0.643863,0.361539,0.29572,0.20025,0
0.574849,0.747126,0.641851,0.430769,0.276265,0.259074,0
0.592812,0.733078,0.551308,0.505128,0.116732,0.275344,0
0.491019,0.666667,0.54326,0.402564,0.058366,0.385482,0
0.502994,0.664112,0.661972,0.423077,0.272374,0.32791,0
0.628743,0.35249,0.442656,0.782051,0.494163,0.484355,3
0.652694,0.329502,0.342052,0.574359,0.533074,0.593242,3
0.610779,0.254151,0.488934,0.661538,0.136187,0.767209,3
0.562872,0.446999,0.722334,0.648718,0.59144,0.625782,3
0.514971,0.49553,0.710262,0.610256,0.498054,0.55194,3
0.646706,0.813538,0.651911,0.44359,0.241245,0.544431,1
0.616766,0.394636,0.639839,0.564103,0.18677,0.554443,2
0.580839,0.701149,0.531187,0.338462,0.198444,0.22403,0
0.616766,0.725415,0.639839,0.469231,0.190661,0.385482,1
0.532934,0.687101,0.474849,0.502564,0.18677,0.312891,0
0.520958,0.655172,0.686117,0.461538,0.287938,0.265332,1
0.568863,0.687101,0.672032,0.384615,0.420233,0.282854,1
0.640719,0.67433,0.533199,0.338462,0.182879,0.423029,1
0.592812,0.243934,0.492958,0.817949,0.536965,0.603254,3
0.646706,0.266922,0.476861,0.784615,0.501946,0.525657,2
0.628741,0.295019,0.535211,0.651282,0.307393,0.493116,2
0.616766,0.357599,0.569417,0.620513,0.264591,0.550688,2
0.646706,0.380587,0.305835,0.651282,0.40856,0.554443,2
0.724551,0.340996,0.2334,0.764103,0.669261,0.42428,3
0.544911,0.408685,0.672032,0.748718,0.509728,0.52816,3
0.544911,0.425287,0.738431,0.64359,0.48249,0.531915,3
0.682633,0.841635,0.637827,0.448718,0.206226,0.506884,1
0.616766,0.62069,0.649899,0.538462,0.346304,0.376721,1
0.598803,0.706258,0.617706,0.505128,0.264591,0.389237,1
0.592814,0.725415,0.583501,0.558974,0.272374,0.413016,1
0.610779,0.717752,0.478873,0.664103,0.284047,0.372966,1
0.640718,0.689655,0.466801,0.766667,0.400778,0.295369,2
0.628741,0.652618,0.424547,0.776923,0.552529,0.276596,2
0.604791,0.63857,0.571429,0.512821,0.14786,0.377972,1
0.562874,0.355045,0.478873,0.530769,0.171206,0.513141,1
0.616766,0.725415,0.619718,0.502564,0.210117,0.115144,1
0.586826,0.684547,0.676056,0.446154,0.350195,0.255319,1
0.634729,0.693487,0.678068,0.423077,0.377432,0.317897,1
0.652694,0.681992,0.597585,0.333333,0.245136,0.374218,1
0.652693,0.146871,0.352113,0.605128,0.836576,0.714643,3
0.706586,0.187739,0.452716,0.805128,0.564202,0.68836,3
0.646706,0.190294,0.444668,0.771795,0.447471,0.682103,3
0.616766,0.215837,0.468813,0.784615,0.478599,0.663329,3
0.479041,0.508301,0.533199,0.661538,0.361868,0.405507,2
0.526946,0.496807,0.607646,0.474359,0.237354,0.657071,2
0.485031,0.457216,0.567404,0.620513,0.338521,0.397997,1
0.598803,0.371648,0.593561,0.725641,0.51751,0.319149,2
0.598801,0.365262,0.814889,0.620513,0.55642,0.321652,2
0.520959,0.411239,0.828974,0.615385,0.525292,0.430538,3
0.67066,0.757344,0.523139,0.307692,0.136187,0.227785,0
0.610779,0.62963,0.420523,0.787179,0.63035,0.395494,2
0.598801,0.664112,0.561368,0.441026,0.155642,0.357947,1
0.682633,0.544061,0.187123,0.664103,0.614786,0.385482,3
0.718561,0.501916,0.199195,0.641026,0.560311,0.514393,3
0.724549,0.43295,0.199195,0.620513,0.680934,0.491865,3
0.598803,0.734355,0.722334,0.374359,0.36965,0.341677,2
0.568863,0.676884,0.696177,0.458974,0.420233,0.206508,1
0.688623,0.692209,0.67002,0.407692,0.2607,0.301627,1
0.664671,0.173691,0.199195,0.564103,0.801556,0.548185,3
0.556886,0.462324,0.484909,0.664103,0.342412,0.485607,1
0.514969,0.485313,0.575453,0.674359,0.29572,0.386733,1
0.479043,0.527458,0.507042,0.564103,0.214008,0.622028,2
0.479041,0.526181,0.509054,0.471795,0.284047,0.677096,2
0.455089,0.515964,0.561368,0.492308,0.054475,0.649562,2
0.550899,0.48659,0.641851,0.54359,0.396887,0.478098,2
0.491017,0.487867,0.706237,0.5,0.513619,0.401752,1
0.431139,0.485313,0.684105,0.482051,0.357977,0.342929,2
0.706586,0.812261,0.551308,0.302564,0.202335,0.1602,0
0.622754,0.624521,0.486921,0.653846,0.455253,0.395494,1
0.616766,0.696041,0.438632,0.471795,0.07393,0.617021,1
0.622754,0.675607,0.303823,0.561538,0.342412,0.411765,1
0.634729,0.655172,0.261569,0.579487,0.400778,0.260325,1
0.640719,0.63857,0.201207,0.612821,0.533074,0.234043,2
0.694609,0.586207,0.185111,0.628205,0.470817,0.379224,2
0.610779,0.383142,0.442656,0.671795,0.350195,0.638298,3
0.628741,0.367816,0.527163,0.715385,0.396887,0.564456,2
0.634729,0.402299,0.593561,0.6,0.2607,0.554443,2
0.604791,0.44189,0.674044,0.617949,0.396887,0.460576,2
0.646706,0.681992,0.511066,0.376923,0.081712,0.421777,1
0.502994,0.446999,0.535211,0.535897,0.330739,0.566959,2
0.514971,0.436782,0.45674,0.633333,0.264591,0.586984,1
0.538923,0.394636,0.416499,0.661538,0.412451,0.490613,2
0.562874,0.367816,0.31992,0.676923,0.529183,0.315394,2
0.622754,0.320562,0.253521,0.669231,0.571984,0.335419,2
0.634729,0.254151,0.152917,0.605128,0.677043,0.369212,3
0.485029,0.661558,0.547284,0.446154,0.171206,0.266583,0
0.502994,0.657727,0.549296,0.425641,0.163424,0.252816,0
0.502994,0.655172,0.458753,0.364103,0.14786,0.335419,0
0.497006,0.637292,0.410463,0.297436,0.229572,0.235294,0
0.574851,0.573436,0.374245,0.220513,0.396887,0.204005,0
0.556886,0.554278,0.37827,0.248718,0.326848,0.166458,1
0.526946,0.51341,0.452716,0.297436,0.412451,0.360451,2
0.502992,0.48659,0.490946,0.417949,0.182879,0.50438,1
0.568861,0.46871,0.492958,0.551282,0.132296,0.52816,2
0.604791,0.810983,0.531187,0.394872,0.11284,0.680851,1
0.646706,0.339719,0.531187,0.871795,0.486381,0.549437,3
0.646706,0.323116,0.686117,0.741026,0.595331,0.624531,2
0.622754,0.670498,0.651912,0.484615,0.322957,0.410513,1
0.604789,0.692209,0.529175,0.438462,0.031128,0.444305,2
0.604791,0.457216,0.571429,0.679487,0.342412,0.426783,2
0.622754,0.749681,0.617706,0.561538,0.2607,0.382979,1
0.485029,0.337165,0.730382,0.233333,0.59144,0.342929,2
0.461079,0.41507,0.649899,0.420513,0.431907,0.400501,2
0.640718,0.58493,0.490946,0.258974,0.268482,0.418023,1
0.592814,0.61175,0.531187,0.258974,0.252918,0.385482,1
0.592812,0.628352,0.571429,0.282051,0.175097,0.514393,1
0.580839,0.633461,0.573441,0.279487,0.194553,0.387985,1
0.568861,0.634738,0.571429,0.307692,0.22179,0.509387,1
0.574851,0.627075,0.593561,0.328205,0.11284,0.387985,1
0.562874,0.624521,0.607646,0.323077,0.225681,0.340426,0
0.550898,0.627075,0.609658,0.323077,0.210117,0.319149,0
0.520958,0.646232,0.609658,0.361538,0.307393,0.249061,0
0.479043,0.657727,0.585513,0.425641,0.2607,0.249061,0
0.532934,0.616858,0.354125,0.248718,0.315175,0.091364,0
0.706586,0.793103,0.529175,0.274359,0.178988,0.196496,0
0.658681,0.779055,0.490946,0.266667,0.132296,0.251564,0
0.640719,0.676884,0.392354,0.535897,0.276265,0.474343,1
0.634731,0.394636,0.839034,0.605128,0.536965,0.474343,2
0.628741,0.471264,0.814889,0.610256,0.55642,0.461827,2
0.628741,0.541507,0.730382,0.487179,0.486381,0.399249,2
0.622753,0.59387,0.674044,0.561538,0.365759,0.449312,2
0.634729,0.671775,0.352113,0.476923,0.225681,0.549437,1
0.652694,0.717752,0.62173,0.415385,0.214008,0.410513,0
0.694609,0.823755,0.492958,0.884615,0.614786,0.291615,2
0.646706,0.784163,0.597586,0.730769,0.463035,0.370463,1
0.664671,0.748404,0.657948,0.417949,0.22179,0.376721,1
0.491017,0.416347,0.468813,0.297436,0.284047,0.564456,2
0.497006,0.344828,0.492958,0.025641,0.478599,0.548185,2
0.473054,0.300128,0.665996,0.033333,0.583658,0.289111,2
0.544911,0.381865,0.380282,0.520513,0.29572,0.386733,1
0.616766,0.40613,0.368209,0.292308,0.412451,0.330413,2
0.682633,0.464879,0.414487,0.176923,0.474708,0.342929,2
0.670658,0.524904,0.478873,0.207692,0.439689,0.305382,2
0.622754,0.994891,0.521127,0.382051,0.151751,0.331665,0
0.688623,0.703704,0.408451,0.484615,0.233463,0.429287,1
0.664671,0.660281,0.400402,0.535897,0.276265,0.380476,1
0.640718,0.742018,0.472837,0.610256,0.229572,0.476846,1
0.688623,0.752235,0.386318,0.661538,0.299611,0.415519,1
0.664669,0.482759,0.579477,0.546154,0.252918,0.47184,1
0.73054,0.446999,0.420523,0.725641,0.385214,0.451815,2
0.688621,0.37931,0.478873,0.841026,0.338521,0.400501,3
0.682634,0.750958,0.682093,0.323077,0.354086,0.170213,1
0.694609,0.614304,0.39839,0.461538,0.070039,0.581977,2
0.562874,0.54917,0.408451,0.494872,0.210117,0.620776,2
0.580839,0.315453,0.758551,0.328205,0.642023,0.455569,2
0.526946,0.41507,0.674044,0.461538,0.354086,0.526909,2
0.514969,0.449553,0.559356,0.453846,0.214008,0.700876,1
0.604789,0.265645,0.641851,0.792308,0.708171,0.423029,2
0.586826,0.332056,0.49497,0.748718,0.571984,0.400501,2
0.616766,0.951469,0.523139,0.266667,0.276265,0.371715,1
0.604791,0.968072,0.533199,0.323077,0.264591,0.297872,0
0.688623,0.636015,0.384306,0.523077,0.276265,0.453066,0
0.712575,0.616858,0.358149,0.502564,0.272374,0.292866,0
0.634731,0.703704,0.629779,0.605128,0.361868,0.401752,2
0.694609,0.745849,0.346076,0.61282,0.357977,0.364205,1
0.79042,0.491699,0.424547,0.792308,0.392996,0.560701,2
0.808383,0.484036,0.392354,0.682051,0.287938,0.490613,2
0.754491,0.448276,0.406439,0.658974,0.40856,0.48811,2
0.718563,0.420179,0.428571,0.630769,0.381323,0.455569,2
0.706586,0.37931,0.587525,0.597436,0.315175,0.395494,2
0.646706,0.438059,0.585513,0.448718,0.241245,0.503129,1
0.736526,0.492976,0.559356,0.638462,0.276265,0.48811,2
0.682633,0.505747,0.521127,0.589744,0.182879,0.496871,2
0.664669,0.707535,0.535211,0.435897,0.202335,0.406758,1
0.658683,0.739464,0.649899,0.307692,0.315175,0.176471,1
0.592814,0.749681,0.641851,0.428205,0.29572,0.221527,0
0.568863,0.747126,0.589537,0.497436,0.178988,0.212766,0
0.586826,0.759898,0.529175,0.530769,0.155642,0.296621,0
0.676646,0.84802,0.490946,0.802564,0.455253,0.221527,2
0.7006,0.753512,0.692153,0.358974,0.276265,0.321652,1
0.658683,0.735632,0.722334,0.410256,0.428016,0.250313,1
0.706586,0.738186,0.678068,0.348718,0.389105,0.285357,1
0.706586,0.762452,0.557344,0.269231,0.175097,0.254068,0
0.724551,0.794381,0.571429,0.315385,0.210117,0.267835,0
0.670658,0.659004,0.406439,0.289744,0.233463,0.500626,2
0.688623,0.524904,0.370221,0.51282,0.214008,0.531915,2
0.712575,0.673052,0.416499,0.438462,0.124514,0.498123,2
0.67066,0.708812,0.488934,0.458974,0.155642,0.679599,1
0.664671,0.673052,0.501006,0.5,0.132296,0.555695,1
0.646706,0.641124,0.501006,0.535897,0.182879,0.628285,1
0.538923,0.222222,0.605634,0.2,0.622568,0.580726,3
0.604791,0.233716,0.313883,0.25641,0.412451,0.321652,2
0.640718,0.183908,0.410463,0.238462,0.416342,0.374218,2
0.616766,0.16986,0.62173,0.34359,0.392996,0.406758,2
0.604791,0.205619,0.754527,0.607692,0.33463,0.541927,2
0.622754,0.720307,0.515091,0.451282,0.284047,0.060075,0
0.586826,0.791826,0.603622,0.302564,0.214008,0.529412,2
0.646706,0.855683,0.583501,0.266667,0.284047,0.42428,1
0.646706,0.879949,0.583501,0.264103,0.350195,0.411765,1
0.640719,0.977011,0.525151,0.474359,0.031128,0.285357,0
0.622754,0.97318,0.472837,0.489744,0.050584,0.326658,0
0.712575,0.578544,0.32998,0.515385,0.264591,0.336671,0
0.760478,0.537676,0.273642,0.515385,0.326848,0.16771,1
0.814371,0.46871,0.237425,0.582051,0.44358,0.191489,2
0.832333,0.418902,0.309859,0.725641,0.599222,0.284105,2
0.796406,0.418902,0.462777,0.746154,0.319066,0.418023,1
0.694611,0.708812,0.219316,0.487179,0.470817,0.226533,2
0.682633,0.59387,0.102616,0.425641,0.587549,0.272841,3
0.778443,0.494253,0.207243,0.635897,0.743191,0.506884,3
0.754489,0.385696,0.486921,0.533333,0.132296,0.463079,1
0.682634,0.482759,0.448692,0.715385,0.280156,0.356696,1
0.688623,0.462324,0.470825,0.651282,0.412451,0.364205,1
0.646706,0.48659,0.760563,0.517949,0.529183,0.251564,1
0.676646,0.684547,0.527163,0.607692,0.276265,0.364205,1
0.658681,0.517241,0.2334,0.782051,0.673152,0.24781,3
0.664669,0.716475,0.609658,0.44359,0.167315,0.453066,0
0.682634,0.731801,0.65996,0.335897,0.280156,0.185232,0
0.652694,0.859515,0.503018,0.68718,0.346304,0.274093,1
0.682634,0.750958,0.692153,0.402564,0.284047,0.336671,1
0.736526,0.739464,0.668008,0.310256,0.365759,0.257822,1
0.712575,0.745849,0.593561,0.279487,0.272374,0.285357,0
0.610779,0.785441,0.653924,0.458974,0.357977,0.211514,0
0.670658,0.37931,0.380282,0.646154,0.307393,0.399249,2
0.676646,0.42401,0.346076,0.602564,0.361868,0.49562,2
0.718561,0.703704,0.432596,0.474359,0.163424,0.683354,2
0.664671,0.715198,0.440644,0.466667,0.143969,0.53567,1
0.622754,0.596424,0.45674,0.569231,0.120623,0.625782,2
0.604789,0.356322,0.422535,0.648718,0.33463,0.355444,2
0.556886,0.461047,0.547284,0.58718,0.377432,0.633292,2
0.574851,0.496807,0.430583,0.610256,0.256809,0.540676,2
0.634731,0.467433,0.346076,0.446154,0.268482,0.556946,2
0.628743,0.34355,0.317907,0.230769,0.486381,0.443054,2
0.562872,0.236271,0.362173,0.164103,0.754864,0.364205,3
0.479041,0.363985,0.730382,0.5,0.439689,0.399249,2
0.532934,0.378033,0.531187,0.546154,0.287938,0.435544,2
0.598801,0.344828,0.301811,0.538462,0.299611,0.546934,1
