@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1,5,8'

@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.639847,0.774648,0.548718,0.544747,0.628285,0.57485,3
0.690932,0.710262,0.458974,0.552529,0.667084,0.550898,3
0.743295,0.67002,0.35641,0.455253,0.538173,0.586826,2
0.791826,0.603622,0.302564,0.214008,0.529412,0.616766,2
0.855683,0.583501,0.266667,0.284047,0.42428,0.634731,1
0.879949,0.583501,0.264103,0.350195,0.411765,0.670659,1
0.951469,0.523139,0.266667,0.276265,0.371715,0.658683,1
0.968072,0.533199,0.323077,0.264591,0.297872,0.646707,0
0.994891,0.521127,0.382051,0.151751,0.331665,0.664671,0
0.977011,0.525151,0.474359,0.031128,0.285357,0.670659,0
0.97318,0.472837,0.489744,0.050584,0.326658,0.652695,0
0.93742,0.454728,0.579487,0.175097,0.362954,0.634731,0
0.899106,0.466801,0.605128,0.256809,0.444305,0.640719,1
0.849298,0.468813,0.65641,0.311284,0.261577,0.682635,1
0.822478,0.54326,0.61282,0.2607,0.372966,0.736527,1
0.808429,0.577465,0.538462,0.182879,0.339174,0.724551,1
0.795658,0.569417,0.464103,0.163424,0.376721,0.694611,0
0.781609,0.513078,0.374359,0.182879,0.411765,0.652695,0
0.772669,0.444668,0.405128,0.237354,0.342929,0.664671,0
0.747126,0.432596,0.397436,0.276265,0.237797,0.694611,0
0.729246,0.416499,0.423077,0.237354,0.32791,0.676647,0
0.703704,0.408451,0.484615,0.233463,0.429287,0.664671,1
0.676884,0.392354,0.535897,0.276265,0.474343,0.670659,1
0.660281,0.400402,0.535897,0.276265,0.380476,0.652695,1
0.636015,0.384306,0.523077,0.276265,0.453066,0.688623,0
0.616858,0.358149,0.502564,0.272374,0.292866,0.700599,0
0.578544,0.32998,0.515385,0.264591,0.336671,0.712575,0
0.537676,0.273642,0.515385,0.326848,0.16771,0.724551,1
0.46871,0.237425,0.582051,0.44358,0.191489,0.754491,2
0.418902,0.309859,0.725641,0.599222,0.284105,0.772455,2
0.418902,0.462777,0.746154,0.319066,0.418023,0.766467,1
0.39719,0.368209,0.674359,0.315175,0.309136,0.754491,1
0.365262,0.38833,0.748718,0.392996,0.347935,0.766467,3
0.394636,0.565392,0.730769,0.299611,0.553191,0.784431,2
0.398467,0.432596,0.569231,0.171206,0.603254,0.748503,2
0.295019,0.460765,0.264103,0.233463,0.493116,0.688623,1
0.209451,0.674044,0.246154,0.346304,0.381727,0.700599,1
0.232439,0.716298,0.469231,0.357977,0.260325,0.718563,2
0.295019,0.60161,0.65641,0.389105,0.483104,0.658683,2
0.323116,0.547284,0.720513,0.392996,0.380476,0.736527,2
0.339719,0.631791,0.725641,0.303502,0.50438,0.742515,2
0.376756,0.684105,0.671795,0.428016,0.385482,0.748503,2
0.398467,0.49497,0.633333,0.315175,0.60826,0.730539,2
0.315453,0.229376,0.471795,0.447471,0.529412,0.718563,2
0.120051,0.372233,0.253846,0.762646,0.325407,0.700599,3
0.15198,0.756539,0.433333,0.175097,0.724656,0.718563,3
0.273308,0.820926,0.605128,0.412451,0.692115,0.688623,3
0.347382,0.756539,0.661538,0.55642,0.501877,0.694611,3
0.430396,0.782696,0.633333,0.474708,0.503129,0.700599,3
0.512133,0.742455,0.702564,0.474708,0.531915,0.652695,3
0.533844,0.645875,0.7,0.354086,0.560701,0.568862,2
0.570881,0.770624,0.582051,0.614786,0.411765,0.598802,3
0.651341,0.720322,0.564103,0.48249,0.478098,0.652695,2
0.703704,0.629779,0.605128,0.361868,0.401752,0.688623,2
0.742018,0.472837,0.610256,0.229572,0.476846,0.682635,1
0.752235,0.386318,0.661538,0.299611,0.415519,0.694611,1
0.745849,0.346076,0.61282,0.357977,0.364205,0.706587,1
0.708812,0.219316,0.487179,0.470817,0.226533,0.706587,2
0.59387,0.102616,0.425641,0.587549,0.272841,0.694611,3
0.494253,0.207243,0.635897,0.743191,0.506884,0.676647,3
0.491699,0.424547,0.792308,0.392996,0.560701,0.754491,2
0.484036,0.392354,0.682051,0.287938,0.490613,0.736527,2
0.448276,0.406439,0.658974,0.40856,0.48811,0.736527,2
0.420179,0.428571,0.630769,0.381323,0.455569,0.730539,2
0.385696,0.486921,0.533333,0.132296,0.463079,0.712575,1
0.37931,0.587525,0.597436,0.315175,0.395494,0.724551,2
0.409962,0.486921,0.520513,0.105058,0.479349,0.688623,1
0.438059,0.585513,0.448718,0.241245,0.503129,0.664671,1
0.482759,0.579477,0.546154,0.252918,0.47184,0.712575,1
0.482759,0.448692,0.715385,0.280156,0.356696,0.724551,1
0.462324,0.470825,0.651282,0.412451,0.364205,0.664671,1
0.48659,0.760563,0.517949,0.529183,0.251564,0.664671,1
0.546616,0.784708,0.561538,0.478599,0.246558,0.682635,1
0.607918,0.720322,0.576923,0.529183,0.262829,0.694611,2
0.670498,0.663984,0.55641,0.447471,0.312891,0.688623,1
0.684547,0.527163,0.607692,0.276265,0.364205,0.688623,1
0.641124,0.251509,0.68718,0.342412,0.356696,0.676647,2
0.517241,0.2334,0.782051,0.673152,0.24781,0.670659,3
0.492976,0.559356,0.638462,0.276265,0.48811,0.724551,2
0.505747,0.521127,0.589744,0.182879,0.496871,0.724551,2
0.446999,0.420523,0.725641,0.385214,0.451815,0.706587,2
0.37931,0.478873,0.841026,0.338521,0.400501,0.694611,3
0.339719,0.531187,0.871795,0.486381,0.549437,0.694611,3
0.323116,0.686117,0.741026,0.595331,0.624531,0.688623,2
0.394636,0.839034,0.605128,0.536965,0.474343,0.682635,2
0.471264,0.814889,0.610256,0.55642,0.461827,0.670659,2
0.541507,0.730382,0.487179,0.486381,0.399249,0.646707,2
0.59387,0.674044,0.561538,0.365759,0.449312,0.658683,2
0.62069,0.649899,0.538462,0.346304,0.376721,0.622754,1
0.670498,0.651912,0.484615,0.322957,0.410513,0.634731,1
0.706258,0.617706,0.505128,0.264591,0.389237,0.640719,1
0.725415,0.583501,0.558974,0.272374,0.413016,0.634731,1
0.717752,0.478873,0.664103,0.284047,0.372966,0.628743,1
0.689655,0.466801,0.766667,0.400778,0.295369,0.664671,2
0.652618,0.424547,0.776923,0.552529,0.276596,0.658683,2
0.62963,0.420523,0.787179,0.63035,0.395494,0.658683,2
0.624521,0.486921,0.653846,0.455253,0.395494,0.622754,1
0.63857,0.571429,0.512821,0.14786,0.377972,0.664671,1
0.664112,0.561368,0.441026,0.155642,0.357947,0.640719,1
0.692209,0.529175,0.438462,0.031128,0.444305,0.628743,2
0.696041,0.438632,0.471795,0.07393,0.617021,0.646707,1
0.671775,0.352113,0.476923,0.225681,0.549437,0.652695,1
0.675607,0.303823,0.561538,0.342412,0.411765,0.652695,1
0.655172,0.261569,0.579487,0.400778,0.260325,0.646707,1
0.63857,0.201207,0.612821,0.533074,0.234043,0.652695,2
0.586207,0.185111,0.628205,0.470817,0.379224,0.670659,2
0.544061,0.187123,0.664103,0.614786,0.385482,0.670659,3
0.501916,0.199195,0.641026,0.560311,0.514393,0.694611,3
0.43295,0.199195,0.620513,0.680934,0.491865,0.694611,3
0.381865,0.311871,0.738462,0.626459,0.578223,0.718563,3
0.383142,0.442656,0.671795,0.350195,0.638298,0.664671,3
0.367816,0.527163,0.715385,0.396887,0.564456,0.676647,2
0.402299,0.593561,0.6,0.2607,0.554443,0.646707,2
0.44189,0.674044,0.617949,0.396887,0.460576,0.676647,2
0.457216,0.571429,0.679487,0.342412,0.426783,0.664671,2
0.427842,0.50503,0.648718,0.268482,0.455569,0.670659,2
0.392082,0.511066,0.610256,0.315175,0.476846,0.634731,2
0.37037,0.613682,0.507692,0.175097,0.563204,0.622754,1
0.371648,0.700201,0.435897,0.237354,0.573217,0.616766,2
0.389527,0.710262,0.487179,0.373541,0.366708,0.598802,2
0.394636,0.639839,0.564103,0.18677,0.554443,0.586826,2
0.371648,0.587525,0.587179,0.233463,0.496871,0.610778,1
0.355045,0.478873,0.530769,0.171206,0.513141,0.60479,1
0.36143,0.460765,0.351282,0.046693,0.506884,0.592814,2
0.401022,0.464789,0.192308,0.29572,0.55194,0.610778,1
0.464879,0.595573,0.151282,0.494163,0.405507,0.592814,1
0.530013,0.663984,0.220513,0.431907,0.34418,0.610778,2
0.578544,0.71831,0.246154,0.478599,0.307885,0.586826,2
0.628352,0.706237,0.274359,0.48249,0.419274,0.610778,2
0.675607,0.746479,0.341026,0.498054,0.357947,0.610778,2
0.711367,0.748491,0.379487,0.501946,0.361702,0.60479,2
0.719029,0.742455,0.430769,0.544747,0.339174,0.622754,1
0.734355,0.722334,0.374359,0.36965,0.341677,0.616766,2
0.770115,0.67002,0.433333,0.447471,0.356696,0.610778,1
0.742018,0.61167,0.602564,0.159533,0.352941,0.556886,2
0.685824,0.722334,0.702564,0.533074,0.345432,0.628743,3
0.598978,0.871227,0.758974,0.727626,0.413016,0.628743,3
0.613027,0.911469,0.417949,0.848249,0.687109,0.568862,3
0.678161,0.784708,0.34359,0.723735,0.570713,0.580838,3
0.702427,0.704225,0.387179,0.525292,0.584481,0.562874,3
0.720307,0.599598,0.441026,0.400778,0.564456,0.54491,2
0.722861,0.509054,0.441026,0.233463,0.559449,0.54491,1
0.696041,0.416499,0.58718,0.198444,0.418023,0.538922,1
0.624521,0.297787,0.715385,0.459144,0.244055,0.580838,1
0.512133,0.305835,0.78718,0.595331,0.242804,0.60479,2
0.452107,0.625755,0.694872,0.521401,0.386733,0.658683,2
0.466156,0.792757,0.592308,0.603113,0.374218,0.568862,3
0.466156,0.686117,0.8,0.614786,0.470588,0.580838,3
0.44189,0.740443,0.735897,0.614786,0.574468,0.598802,3
0.443167,0.7666,0.68718,0.618677,0.673342,0.60479,3
0.461047,0.740443,0.464103,0.478599,0.657071,0.568862,3
0.490421,0.782696,0.348718,0.509728,0.619524,0.550898,3
0.542784,0.746479,0.310256,0.622568,0.589487,0.491018,3
0.590038,0.738431,0.28718,0.599222,0.620776,0.497006,3
0.610473,0.732394,0.271795,0.571984,0.544431,0.497006,3
0.646232,0.732394,0.246154,0.583658,0.603254,0.502994,3
0.689655,0.67002,0.302564,0.392996,0.540676,0.526946,2
0.699872,0.643863,0.471795,0.315175,0.470588,0.54491,2
0.66539,0.617706,0.689744,0.404669,0.411765,0.57485,2
0.627075,0.688129,0.661538,0.536965,0.320401,0.598802,2
0.596424,0.684105,0.461538,0.36965,0.36796,0.562874,2
0.56705,0.65996,0.507692,0.326848,0.543179,0.538922,2
0.515964,0.655936,0.458974,0.381323,0.451815,0.48503,2
0.490421,0.708249,0.392308,0.455253,0.385482,0.437126,2
0.51341,0.744467,0.433333,0.509728,0.374218,0.39521,3
0.582375,0.83501,0.358974,0.649805,0.434293,0.467066,3
0.630907,0.774648,0.428205,0.634241,0.525657,0.449102,3
0.646232,0.722334,0.497436,0.498054,0.595745,0.431138,3
0.595147,0.531187,0.676923,0.342412,0.556946,0.449102,2
0.385696,0.438632,0.94359,0.599222,0.458073,0.48503,3
0.251596,0.871227,0.758974,0.474708,0.44806,0.431138,3
0.180077,0.849095,0.833333,0.785992,0.578223,0.383234,3
0.150702,0.939638,0.751282,0.821012,0.780976,0.520958,3
0.168582,0.937626,0.623077,0.634241,0.836045,0.431138,3
0.205619,0.891348,0.520513,0.774319,0.797247,0.473054,3
0.250319,0.857143,0.448718,0.599222,0.679599,0.449102,3
0.319285,0.814889,0.428205,0.59144,0.583229,0.377246,3
0.378033,0.788732,0.420513,0.59144,0.60826,0.365269,3
0.421456,0.734406,0.402564,0.498054,0.733417,0.329341,3
0.45977,0.742455,0.292308,0.568093,0.590738,0.383234,3
0.507024,0.764588,0.269231,0.692607,0.506884,0.275449,3
0.553001,0.774648,0.279487,0.653696,0.525657,0.257485,3
0.564496,0.698189,0.407692,0.544747,0.524406,0.311377,2
0.54917,0.587525,0.487179,0.249027,0.538173,0.323353,2
0.532567,0.56338,0.402564,0.202335,0.483104,0.215569,1
0.508301,0.492958,0.461538,0.058366,0.436796,0.293413,1
0.426564,0.344064,0.364103,0.264591,0.449312,0.287425,1
0.404853,0.480885,0.164103,0.400778,0.319149,0.347305,1
0.45083,0.609658,0.279487,0.400778,0.266583,0.353293,1
0.466156,0.623742,0.384615,0.459144,0.397997,0.293413,2
0.475096,0.56338,0.305128,0.416342,0.560701,0.299401,2
0.508301,0.647887,0.276923,0.478599,0.449312,0.251497,2
0.560664,0.792757,0.305128,0.680934,0.410513,0.173653,3
0.607918,0.837022,0.317949,0.836576,0.660826,0.215569,3
0.666667,0.768612,0.307692,0.669261,0.643304,0.221557,3
0.721584,0.740443,0.246154,0.692607,0.563204,0.281437,3
0.753512,0.68008,0.323077,0.568093,0.52816,0.359281,3
0.779055,0.684105,0.446154,0.478599,0.494368,0.359281,2
0.799489,0.67002,0.469231,0.392996,0.400501,0.443114,2
0.823755,0.684105,0.464103,0.373541,0.345432,0.479042,1
0.841635,0.682093,0.564103,0.420233,0.26408,0.467066,1
0.850575,0.633803,0.646154,0.420233,0.26408,0.467066,2
0.832695,0.581489,0.74359,0.560311,0.276596,0.491018,2
0.772669,0.591549,0.846154,0.642023,0.361702,0.550898,3
0.721584,0.635815,0.794872,0.680934,0.493116,0.520958,3
0.671775,0.702213,0.841026,0.677043,0.531915,0.520958,3
0.639847,0.778672,0.769231,0.712062,0.491865,0.562874,3
0.678161,0.847082,0.620513,0.785992,0.610763,0.568862,3
0.770115,0.784708,0.430769,0.809339,0.727159,0.508982,3
0.827586,0.724346,0.407692,0.708171,0.634543,0.467066,3
0.854406,0.684105,0.407692,0.459144,0.589487,0.329341,3
0.888889,0.668008,0.264103,0.560311,0.170404,0.39521,3
0.897829,0.682093,0.4,0.474708,0.630788,0.419162,2
0.878672,0.72837,0.502564,0.44358,0.44806,0.413174,2
0.881226,0.712274,0.382051,0.431907,0.428035,0.401198,2
0.902937,0.663984,0.282051,0.439689,0.413016,0.419162,2
0.929757,0.67002,0.392308,0.33463,0.396746,0.437126,1
0.94636,0.702213,0.487179,0.357977,0.261577,0.449102,1
0.954023,0.655936,0.466667,0.373541,0.330413,0.48503,2
0.947637,0.607646,0.528205,0.319066,0.34418,0.473054,2
0.932312,0.569416,0.64359,0.322957,0.653317,0.479042,2
0.915709,0.484909,0.664103,0.373541,0.549437,0.473054,2
0.858238,0.430583,0.758974,0.435798,0.546934,0.461078,2
0.799489,0.406439,0.782051,0.579767,0.410513,0.497006,2
0.733078,0.410463,0.841026,0.548638,0.419274,0.532934,2
0.711367,0.486922,0.838461,0.536965,0.479349,0.538922,3
0.697318,0.400402,0.887179,0.568093,0.555695,0.562874,3
0.679438,0.418511,0.85641,0.571984,0.559449,0.57485,3
0.641124,0.325956,0.897436,0.51751,0.539424,0.556886,3
0.588761,0.289738,0.894872,0.673152,0.490613,0.550898,3
0.579821,0.402414,0.894872,0.607004,0.534418,0.556886,3
0.553001,0.430583,0.838462,0.645914,0.553191,0.532934,3
0.533844,0.486922,0.725641,0.412451,0.590738,0.556886,3
0.565773,0.573441,0.697436,0.494163,0.469337,0.526946,2
0.579821,0.416499,0.705128,0.412451,0.501877,0.520958,3
0.561941,0.509054,0.571795,0.171206,0.715895,0.497006,2
0.553001,0.555332,0.528205,0.190661,0.683354,0.520958,3
0.564496,0.55332,0.489744,0.202335,0.844806,0.508982,2
0.559387,0.585513,0.484615,0.178988,0.658323,0.502994,2
0.559387,0.605634,0.435897,0.202335,0.673342,0.48503,2
0.553001,0.585513,0.482051,0.178988,0.573217,0.45509,2
0.541507,0.450704,0.607692,0.280156,0.63204,0.449102,2
0.494253,0.32998,0.684615,0.361868,0.503129,0.45509,2
0.407407,0.325956,0.715385,0.583658,0.346683,0.497006,2
0.340996,0.412475,0.664103,0.579767,0.359199,0.461078,2
0.302682,0.575453,0.58718,0.307393,0.461827,0.437126,2
0.321839,0.651911,0.676923,0.439689,0.370463,0.473054,2
0.363985,0.509054,0.676923,0.338521,0.515645,0.461078,2
0.381865,0.535211,0.702564,0.319066,0.614518,0.479042,2
0.386973,0.480885,0.584615,0.280156,0.600751,0.45509,2
0.392082,0.422535,0.607692,0.214008,0.652065,0.491018,2
0.353768,0.297787,0.374359,0.392996,0.570713,0.48503,2
0.283525,0.346076,0.369231,0.645914,0.331665,0.497006,2
0.288633,0.414487,0.420513,0.428016,0.526909,0.45509,2
0.298851,0.410463,0.328205,0.202335,0.629537,0.473054,2
0.332056,0.501006,0.294872,0.233463,0.634543,0.45509,2
0.380587,0.61167,0.279487,0.307393,0.566959,0.479042,2
0.422733,0.651911,0.341026,0.36965,0.365457,0.431138,1
0.453384,0.617706,0.397436,0.182879,0.409262,0.39521,1
0.453384,0.432596,0.497436,0.046693,0.419274,0.371257,1
0.42401,0.305835,0.471795,0.365759,0.446809,0.401198,1
0.36143,0.10664,0.392308,0.536965,0.227785,0.45509,2
0.292465,0.056338,0.307692,0.552529,0.319149,0.502994,3
0.282248,0.247485,0.417949,0.770428,0.499374,0.497006,3
0.283525,0.297787,0.5,0.361868,0.623279,0.520958,3
0.284802,0.299799,0.407692,0.385214,0.730914,0.520958,3
0.287356,0.344064,0.333333,0.357977,0.594493,0.508982,2
0.268199,0.44668,0.282051,0.357977,0.573217,0.467066,2
0.292465,0.547284,0.317949,0.330739,0.564456,0.48503,2
0.316731,0.525151,0.417949,0.206226,0.618273,0.443114,2
0.347382,0.551308,0.505128,0.116732,0.61577,0.443114,2
0.374202,0.458752,0.582051,0.128405,0.69587,0.443114,1
0.314176,0.317907,0.682051,0.361868,0.47184,0.473054,2
0.168582,0.134809,0.597436,0.638132,0.36796,0.508982,3
0.029374,0.28169,0.648718,0.875486,0.573217,0.491018,3
0,0.476861,0.735897,0.361868,0.571965,0.502994,3
0.025543,0.591549,0.838462,0.564202,0.60826,0.473054,3
0.07152,0.752515,0.925641,0.715953,0.673342,0.467066,3
0.149425,0.740443,0.866667,0.821012,0.689612,0.407186,3
0.209451,0.690141,0.876923,0.77821,0.628285,0.45509,3
0.274585,0.629779,0.882051,0.634241,0.664581,0.461078,3
0.321839,0.525151,0.782051,0.420233,0.67209,0.449102,2
0.348659,0.519115,0.679487,0.330739,0.544431,0.407186,2
0.381865,0.557344,0.574359,0.214008,0.690864,0.431138,2
0.421456,0.637827,0.546154,0.319066,0.514393,0.419162,1
0.45083,0.676056,0.589744,0.33463,0.534418,0.461078,2
0.478927,0.706237,0.551282,0.373541,0.506884,0.45509,2
0.492976,0.71831,0.476923,0.587549,0.525657,0.293413,2
0.503193,0.716298,0.51282,0.396887,0.571965,0.383234,2
0.503193,0.641851,0.479487,0.33463,0.496871,0.335329,2
0.507024,0.641851,0.410256,0.299611,0.479349,0.305389,1
0.52235,0.665996,0.361538,0.276265,0.361702,0.233533,2
0.545338,0.676056,0.317949,0.385214,0.340426,0.299401,2
0.573436,0.724346,0.420513,0.536965,0.350438,0.281437,2
0.600255,0.682093,0.44359,0.36965,0.331665,0.257485,2
0.621967,0.571429,0.458974,0.159533,0.539424,0.287425,2
0.624521,0.517103,0.653846,0.249027,0.563204,0.323353,1
0.61175,0.661972,0.671795,0.381323,0.387985,0.497006,2
0.630907,0.790744,0.541026,0.638132,0.28786,0.473054,3
0.675607,0.724346,0.546154,0.653696,0.503129,0.443114,3
0.706258,0.784708,0.592308,0.599222,0.524406,0.419162,3
0.757344,0.826962,0.484615,0.607004,0.679599,0.383234,3
0.808429,0.758551,0.451282,0.529183,0.633292,0.431138,3
0.833972,0.678068,0.466667,0.381323,0.683354,0.431138,3
0.831418,0.581489,0.592308,0.322957,0.742178,0.42515,2
0.789272,0.454728,0.620513,0.2607,0.663329,0.407186,2
0.678161,0.207243,0.592308,0.412451,0.436796,0.437126,2
0.503193,0.060362,0.669231,0.727626,0.409262,0.443114,3
0.349936,0.273642,0.774359,1,0.635795,0.419162,3
0.316731,0.661972,0.794872,0.513619,0.733417,0.437126,3
0.301405,0.575453,0.817949,0.51751,0.620776,0.42515,3
0.256705,0.448692,0.874359,0.607004,0.627034,0.39521,3
0.237548,0.374245,0.738462,0.743191,0.669587,0.413174,3
0.266922,0.344064,0.505128,0.579767,0.65582,0.407186,3
0.344828,0.376258,0.294872,0.40856,0.589487,0.449102,2
0.434227,0.458752,0.279487,0.202335,0.598248,0.449102,2
0.473819,0.521127,0.476923,0.143969,0.624531,0.431138,2
0.384419,0.412475,0.694872,0.435798,0.520651,0.42515,2
0.227331,0.498994,0.753846,0.684825,0.317897,0.341317,2
0.206897,0.857143,0.461538,0.548638,0.359199,0.407186,3
0.237548,0.911469,0.530769,0.529183,0.46433,0.311377,3
0.238825,0.89336,0.61282,0.677043,0.554443,0.419162,3
0.236271,0.885312,0.61282,0.657588,0.67209,0.401198,3
0.254151,0.859155,0.502564,0.529183,0.793492,0.383234,3
0.265645,0.822938,0.392308,0.59144,0.645807,0.39521,3
0.310345,0.794769,0.305128,0.529183,0.550688,0.42515,3
0.384419,0.802817,0.271795,0.657588,0.50438,0.359281,2
0.402299,0.754527,0.382051,0.48249,0.463079,0.371257,2
0.408685,0.661972,0.5,0.365759,0.414268,0.335329,2
0.372925,0.531187,0.54359,0.373541,0.449312,0.341317,1
0.374202,0.513078,0.469231,0.105058,0.468085,0.305389,1
0.389527,0.571429,0.392308,0.151751,0.396746,0.317365,3
0.45977,0.637827,0.328205,0.206226,1,0.257485,2
0.509579,0.722334,0.307692,0.420233,0.558198,0.341317,2
0.528736,0.722334,0.297436,0.599222,0.493116,0.191617,3
0.564496,0.714286,0.217949,0.498054,0.481852,0.143713,3
0.61175,0.748491,0.251282,0.653696,0.453066,0.293413,3
0.666667,0.754527,0.192308,0.661479,0.560701,0.329341,3
0.719029,0.712274,0.174359,0.595331,0.476846,0.317365,3
0.759898,0.672032,0.269231,0.540856,0.489362,0.353293,2
0.768838,0.613682,0.428205,0.315175,0.440551,0.365269,2
0.759898,0.551308,0.523077,0.202335,0.473091,0.407186,1
0.731801,0.448692,0.717949,0.245136,0.310388,0.389222,2
0.621967,0.289738,0.835897,0.642023,0.257822,0.42515,3
0.537676,0.420523,0.805128,0.758755,0.485607,0.383234,3
0.553001,0.690141,0.587179,0.350195,0.624531,0.449102,3
0.559387,0.581489,0.610256,0.299611,0.584481,0.431138,3
0.55811,0.527163,0.676923,0.350195,0.633292,0.431138,3
0.572158,0.575453,0.625641,0.272374,0.700876,0.353293,3
0.609195,0.56338,0.615385,0.373541,0.743429,0.431138,3
0.625798,0.56338,0.658974,0.33463,0.724656,0.413174,3
0.648787,0.573441,0.648718,0.428016,0.778473,0.377246,3
0.659004,0.547284,0.671795,0.307393,0.64831,0.419162,2
0.639847,0.462777,0.764103,0.48249,0.584481,0.443114,2
0.56705,0.370221,0.887179,0.626459,0.397997,0.461078,3
0.560664,0.712274,0.35641,0.575875,0.170404,0.449102,3
0.673052,0.674044,0.392308,0.33463,0.570713,0.443114,3
0.716475,0.565392,0.515385,0.190661,0.64831,0.437126,2
0.712644,0.400402,0.610256,0.330739,0.728411,0.419162,3
0.671775,0.277666,0.7,0.552529,0.558198,0.419162,3
0.595147,0.215292,0.861538,0.774319,0.474343,0.491018,3
0.591315,0.311871,0.851282,0.789883,0.510638,0.491018,3
0.62069,0.44668,0.579487,0.357977,0.635795,0.48503,3
0.533844,0.356137,0.633333,0.389105,0.680851,0.473054,3
0.501916,0.414487,0.807692,0.599222,0.617021,0.526946,3
0.499361,0.537223,0.653846,0.338521,0.669587,0.413174,3
0.577267,0.589537,0.584615,0.416342,0.680851,0.42515,3
0.618135,0.384306,0.792308,0.420233,0.65582,0.443114,3
0.616858,0.420523,0.779487,0.474708,0.566959,0.491018,3
0.550447,0.211268,0.615385,0.459144,0.57572,0.461078,3
0.444444,0.255533,0.774359,0.599222,0.516896,0.491018,3
0.411239,0.331992,0.782051,0.735409,0.531915,0.526946,3
0.443167,0.555332,0.676923,0.291829,0.724656,0.449102,3
0.532567,0.583501,0.689744,0.365759,0.745932,0.449102,3
0.609195,0.571429,0.694872,0.571984,0.649562,0.407186,3
0.673052,0.539235,0.710256,0.416342,0.677096,0.449102,3
0.689655,0.384306,0.615385,0.342412,0.685857,0.431138,3
0.648787,0.285714,0.54359,0.412451,0.638298,0.431138,2
0.58493,0.215292,0.482051,0.51751,0.579474,0.449102,2
0.512133,0.146881,0.592308,0.680934,0.419274,0.461078,3
0.471264,0.179074,0.707692,0.684825,0.421777,0.479042,3
0.458493,0.255533,0.710256,0.661479,0.481852,0.491018,3
0.46871,0.27163,0.758974,0.70428,0.494368,0.491018,3
0.47765,0.239437,0.725641,0.614786,0.584481,0.449102,3
0.505747,0.338028,0.65641,0.544747,0.618273,0.449102,3
0.524904,0.380282,0.548718,0.311284,0.709637,0.467066,3
0.536398,0.430583,0.482051,0.143969,0.675845,0.461078,2
0.559387,0.422535,0.335897,0.070039,0.679599,0.371257,2
0.561941,0.448692,0.34359,0.035019,0.618273,0.42515,2
0.574713,0.488934,0.261538,0.29572,0.620776,0.401198,1
0.572158,0.470825,0.341026,0.175097,0.578223,0.371257,1
0.579821,0.454728,0.425641,0.062257,0.609512,0.341317,2
0.583653,0.430583,0.566667,0.307393,0.638298,0.383234,1
0.605364,0.43662,0.533333,0.198444,0.569462,0.419162,1
0.592593,0.336016,0.530769,0.311284,0.409262,0.437126,1
0.551724,0.267606,0.546154,0.365759,0.320401,0.449102,2
0.49553,0.205231,0.582051,0.583658,0.289111,0.497006,2
0.435504,0.134809,0.587179,0.645914,0.390488,0.491018,3
0.392082,0.158954,0.651282,0.669261,0.490613,0.497006,3
0.366539,0.225352,0.715385,0.564202,0.555695,0.479042,3
0.385696,0.382294,0.871795,0.677043,0.574468,0.502994,3
0.498084,0.571429,0.820513,0.548638,0.670839,0.461078,3
0.553001,0.422535,0.748718,0.521401,0.629537,0.461078,3
0.55811,0.235412,0.689744,0.490272,0.581977,0.467066,3
0.494253,0.156942,0.74359,0.669261,0.483104,0.461078,3
0.453384,0.21328,0.807692,0.708171,0.523154,0.479042,3
0.426564,0.243461,0.725641,0.762646,0.571965,0.497006,3
0.40613,0.321932,0.751282,0.684825,0.59199,0.491018,3
0.436782,0.414487,0.658974,0.33463,0.71214,0.479042,3
0.413793,0.344064,0.505128,0.182879,0.596996,0.437126,3
