@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R2-3,9'

@attribute air numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute PRES numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.694611,0.725641,0.590529,0.303502,0.50438,0.345912,2
0.706586,0.671795,0.607242,0.428016,0.385482,0.374843,2
0.700598,0.633333,0.557103,0.315175,0.60826,0.403774,2
0.700598,0.471795,0.328691,0.447471,0.529412,0.377358,2
0.748503,0.253846,0.181058,0.762646,0.325407,0.216352,3
0.760478,0.433333,0.167131,0.175097,0.724656,0.135849,3
0.688623,0.605128,0.729805,0.412451,0.692115,0.221384,3
0.604791,0.661538,0.682451,0.55642,0.501877,0.309434,3
0.646706,0.633333,0.699164,0.474708,0.503129,0.396226,3
0.598803,0.702564,0.682451,0.474708,0.531915,0.491824,3
0.622753,0.7,0.537604,0.354086,0.560701,0.527044,2
0.634731,0.582051,0.651811,0.614786,0.411765,0.524528,3
0.634731,0.564103,0.746518,0.48249,0.478098,0.623899,2
0.634731,0.605128,0.690808,0.361868,0.401752,0.69434,2
0.640718,0.610256,0.559889,0.229572,0.476846,0.744654,1
0.688623,0.661538,0.401114,0.299611,0.415519,0.76478,1
0.694609,0.61282,0.373259,0.357977,0.364205,0.774843,1
0.694611,0.487179,0.300836,0.470817,0.226533,0.745912,2
0.682633,0.425641,0.259053,0.587549,0.272841,0.675472,3
0.778443,0.635897,0.256267,0.743191,0.506884,0.539623,3
0.79042,0.792308,0.406685,0.392996,0.560701,0.506918,2
0.808383,0.682051,0.350975,0.287938,0.490613,0.503145,2
0.754491,0.658974,0.384401,0.40856,0.48811,0.464151,2
0.718563,0.630769,0.359331,0.381323,0.455569,0.433962,2
0.754489,0.533333,0.317549,0.132296,0.463079,0.398742,1
0.706586,0.597436,0.704735,0.315175,0.395494,0.367296,2
0.688621,0.520513,0.70195,0.105058,0.479349,0.427673,1
0.646706,0.448718,0.810585,0.241245,0.503129,0.446541,1
0.664669,0.546154,0.643454,0.252918,0.47184,0.485535,1
0.682634,0.715385,0.512535,0.280156,0.356696,0.496855,1
0.688623,0.651282,0.342618,0.412451,0.364205,0.467925,1
0.646706,0.517949,0.752089,0.529183,0.251564,0.474214,1
0.652694,0.561538,0.70195,0.478599,0.246558,0.528302,1
0.676646,0.576923,0.724234,0.529183,0.262829,0.583648,2
0.700598,0.55641,0.727019,0.447471,0.312891,0.659119,1
0.676646,0.607692,0.5961,0.276265,0.364205,0.685535,1
0.634729,0.68718,0.381616,0.342412,0.356696,0.662893,2
0.658681,0.782051,0.362117,0.673152,0.24781,0.568553,3
0.736526,0.638462,0.62117,0.276265,0.48811,0.508176,2
0.682633,0.589744,0.532033,0.182879,0.496871,0.518239,2
0.73054,0.725641,0.398329,0.385214,0.451815,0.47673,2
0.688621,0.841026,0.437326,0.338521,0.400501,0.402516,3
0.646706,0.871795,0.454039,0.486381,0.549437,0.357233,3
0.646706,0.741026,0.584958,0.595331,0.624531,0.295597,2
0.634731,0.605128,0.70195,0.536965,0.474343,0.358491,2
0.628741,0.610256,0.732591,0.55642,0.461827,0.438994,2
0.628741,0.487179,0.779944,0.486381,0.399249,0.50566,2
0.622753,0.561538,0.729805,0.365759,0.449312,0.579874,2
0.616766,0.538462,0.70195,0.346304,0.376721,0.615094,1
0.622754,0.484615,0.732591,0.322957,0.410513,0.659119,1
0.598803,0.505128,0.721448,0.264591,0.389237,0.696855,1
0.592814,0.558974,0.668524,0.272374,0.413016,0.72327,1
0.610779,0.664103,0.51532,0.284047,0.372966,0.72327,1
0.640718,0.766667,0.467967,0.400778,0.295369,0.70566,2
0.628741,0.776923,0.448468,0.552529,0.276596,0.667925,2
0.610779,0.787179,0.465181,0.63035,0.395494,0.642767,2
0.622754,0.653846,0.428969,0.455253,0.395494,0.621384,1
0.604791,0.512821,0.75766,0.14786,0.377972,0.647799,1
0.598801,0.441026,0.732591,0.155642,0.357947,0.672956,1
0.604789,0.438462,0.774373,0.031128,0.444305,0.700629,2
0.616766,0.471795,0.245125,0.07393,0.617021,0.710692,1
0.634729,0.476923,0.231198,0.225681,0.549437,0.701887,1
0.622754,0.561538,0.281337,0.342412,0.411765,0.69434,1
0.634729,0.579487,0.311978,0.400778,0.260325,0.677987,1
0.640719,0.612821,0.328691,0.533074,0.234043,0.665409,2
0.694609,0.628205,0.311978,0.470817,0.379224,0.623899,2
0.682633,0.664103,0.32312,0.614786,0.385482,0.593711,3
0.718561,0.641026,0.317549,0.560311,0.514393,0.549686,3
0.724549,0.620513,0.29805,0.680934,0.491865,0.481761,3
0.712573,0.738462,0.395543,0.626459,0.578223,0.407547,3
0.610779,0.671795,0.364903,0.350195,0.638298,0.411321,3
0.628741,0.715385,0.481894,0.396887,0.564456,0.378616,2
0.634729,0.6,0.504178,0.2607,0.554443,0.406289,2
0.604791,0.617949,0.62117,0.396887,0.460576,0.437736,2
0.604791,0.679487,0.623955,0.342412,0.426783,0.457862,2
0.604789,0.648718,0.545961,0.268482,0.455569,0.447799,2
0.622754,0.610256,0.35376,0.315175,0.476846,0.410063,2
0.622754,0.507692,0.225627,0.175097,0.563204,0.362264,1
0.592814,0.435897,0.866295,0.237354,0.573217,0.376101,2
0.550898,0.487179,0.749304,0.373541,0.366708,0.388679,2
0.616766,0.564103,0.768802,0.18677,0.554443,0.391195,2
0.622753,0.587179,0.62117,0.233463,0.496871,0.381132,1
0.562874,0.530769,0.493036,0.171206,0.513141,0.383648,1
0.544911,0.351282,0.303621,0.046693,0.506884,0.387421,2
0.574849,0.192308,0.022284,0.29572,0.55194,0.423899,1
0.598801,0.151282,0.941504,0.494163,0.405507,0.467925,1
0.550899,0.220513,0.938719,0.431907,0.34418,0.52956,2
0.520959,0.246154,0.869081,0.478599,0.307885,0.566038,2
0.556886,0.274359,0.880223,0.48249,0.419274,0.61761,2
0.562872,0.341026,0.821727,0.498054,0.357947,0.672956,2
0.538921,0.379487,0.81337,0.501946,0.361702,0.700629,2
0.598803,0.430769,0.75766,0.544747,0.339174,0.698113,1
0.598803,0.374359,0.810585,0.36965,0.341677,0.728302,2
0.574849,0.433333,0.796657,0.447471,0.356696,0.754717,1
0.532932,0.602564,0.615599,0.159533,0.352941,0.752201,2
0.580839,0.702564,0.649025,0.533074,0.345432,0.674214,3
0.592812,0.758974,0.640669,0.727626,0.413016,0.561006,3
0.532934,0.417949,0.768802,0.848249,0.687109,0.568553,3
0.526946,0.34359,0.818942,0.723735,0.570713,0.640252,3
0.455091,0.387179,0.802228,0.525292,0.584481,0.689308,3
0.419162,0.441026,0.818942,0.400778,0.564456,0.710692,2
0.473052,0.441026,0.777159,0.233463,0.559449,0.718239,1
0.502994,0.58718,0.504178,0.198444,0.418023,0.716981,1
0.568863,0.715385,0.406685,0.459144,0.244055,0.667925,1
0.628743,0.78718,0.37883,0.595331,0.242804,0.561006,2
0.67066,0.694872,0.64624,0.521401,0.386733,0.43522,2
0.538923,0.592308,0.70195,0.603113,0.374218,0.442767,3
0.502992,0.8,0.640669,0.614786,0.470588,0.450314,3
0.520959,0.735897,0.651811,0.614786,0.574468,0.423899,3
0.526946,0.68718,0.643454,0.618677,0.673342,0.420126,3
0.532932,0.464103,0.774373,0.478599,0.657071,0.437736,3
0.485031,0.348718,0.83844,0.509728,0.619524,0.490566,3
0.413174,0.310256,0.824513,0.622568,0.589487,0.533333,3
0.455089,0.28718,0.805014,0.599222,0.620776,0.573585,3
0.455091,0.271795,0.860724,0.571984,0.544431,0.597484,3
0.467066,0.246154,0.835655,0.583658,0.603254,0.638994,3
0.467066,0.302564,0.849582,0.392996,0.540676,0.684277,2
0.497006,0.471795,0.727019,0.315175,0.470588,0.701887,2
0.538921,0.689744,0.610028,0.404669,0.411765,0.664151,2
0.562874,0.661538,0.649025,0.536965,0.320401,0.603774,2
0.574851,0.461538,0.802228,0.36965,0.36796,0.588679,2
0.508981,0.507692,0.735376,0.326848,0.543179,0.56478,2
0.455089,0.458974,0.732591,0.381323,0.451815,0.515723,2
0.437126,0.392308,0.807799,0.455253,0.385482,0.481761,2
0.431137,0.433333,0.846797,0.509728,0.374218,0.501887,3
0.401197,0.358974,0.805014,0.649805,0.434293,0.553459,3
0.401199,0.428205,0.743733,0.634241,0.525657,0.597484,3
0.413174,0.497436,0.785515,0.498054,0.595745,0.625157,3
0.377246,0.676923,0.607242,0.342412,0.556946,0.603774,2
0.508983,0.94359,0.476323,0.599222,0.458073,0.432704,3
0.532932,0.758974,0.685237,0.474708,0.44806,0.262893,3
0.413172,0.833333,0.665738,0.785992,0.578223,0.154717,3
0.431137,0.751282,0.693593,0.821012,0.780976,0.119497,3
0.407186,0.623077,0.729805,0.634241,0.836045,0.113208,3
0.401199,0.520513,0.743733,0.774319,0.797247,0.162264,3
0.377246,0.448718,0.793872,0.599222,0.679599,0.237736,3
0.323354,0.428205,0.81337,0.59144,0.583229,0.299371,3
0.311377,0.420513,0.785515,0.59144,0.60826,0.357233,3
0.2994,0.402564,0.75766,0.498054,0.733417,0.403774,3
0.275451,0.292308,0.83844,0.568093,0.590738,0.441509,3
0.245509,0.269231,0.81337,0.692607,0.506884,0.490566,3
0.263472,0.279487,0.821727,0.653696,0.525657,0.52956,3
0.281439,0.407692,0.824513,0.544747,0.524406,0.559748,2
0.311377,0.487179,0.749304,0.249027,0.538173,0.550943,2
0.329342,0.402564,0.077994,0.202335,0.483104,0.544654,1
0.32934,0.461538,0.091922,0.058366,0.436796,0.519497,1
0.311377,0.364103,0.183844,0.264591,0.449312,0.477987,1
0.287426,0.164103,0.036212,0.400778,0.319149,0.45283,1
0.287426,0.279487,0.896936,0.400778,0.266583,0.459119,1
0.263472,0.384615,0.846797,0.459144,0.397997,0.456604,2
0.227545,0.305128,0.855153,0.416342,0.560701,0.475472,2
0.203592,0.276923,0.871866,0.478599,0.449312,0.499371,2
0.161679,0.305128,0.83844,0.680934,0.410513,0.528302,3
0.227545,0.317949,0.849582,0.836576,0.660826,0.586164,3
0.233532,0.307692,0.818942,0.669261,0.643304,0.645283,3
0.23952,0.246154,0.830084,0.692607,0.563204,0.69434,3
0.2994,0.323077,0.830084,0.568093,0.52816,0.734591,3
0.389222,0.446154,0.768802,0.478599,0.494368,0.758491,2
0.443112,0.469231,0.777159,0.392996,0.400501,0.787421,2
0.407186,0.464103,0.760446,0.373541,0.345432,0.818868,1
0.383234,0.564103,0.707521,0.420233,0.26408,0.832704,1
0.401199,0.646154,0.67688,0.420233,0.26408,0.837736,2
0.485029,0.74359,0.5961,0.560311,0.276596,0.81761,2
0.491019,0.846154,0.5961,0.642023,0.361702,0.758491,3
0.497006,0.794872,0.618384,0.680934,0.493116,0.698113,3
0.491019,0.841026,0.610028,0.677043,0.531915,0.654088,3
0.592814,0.769231,0.632312,0.712062,0.491865,0.606289,3
0.526946,0.620513,0.721448,0.785992,0.610763,0.630189,3
0.479043,0.430769,0.749304,0.809339,0.727159,0.718239,3
0.431137,0.407692,0.785515,0.708171,0.634543,0.793711,3
0.407186,0.407692,0.724234,0.459144,0.589487,0.825157,3
0.26946,0.264103,0.832869,0.560311,0.170404,0.87044,3
0.341317,0.4,0.830084,0.474708,0.630788,0.885535,2
0.365269,0.502564,0.704735,0.44358,0.44806,0.869182,2
0.365269,0.382051,0.830084,0.431907,0.428035,0.871698,2
0.395211,0.282051,0.832869,0.439689,0.413016,0.901887,2
0.377246,0.392308,0.796657,0.33463,0.396746,0.924528,1
0.401197,0.487179,0.729805,0.357977,0.261577,0.937107,1
0.377246,0.466667,0.721448,0.373541,0.330413,0.940881,2
0.401199,0.528205,0.70195,0.319066,0.34418,0.940881,2
0.419162,0.64359,0.635097,0.322957,0.653317,0.937107,2
0.419161,0.664103,0.534819,0.373541,0.549437,0.914465,2
0.461079,0.758974,0.498607,0.435798,0.546934,0.87673,2
0.538921,0.782051,0.473538,0.579767,0.410513,0.810063,2
0.538921,0.841026,0.451253,0.548638,0.419274,0.748428,2
0.532934,0.838461,0.506964,0.536965,0.479349,0.724528,3
0.538923,0.887179,0.487465,0.568093,0.555695,0.693082,3
0.550899,0.85641,0.487465,0.571984,0.559449,0.684277,3
0.544909,0.897436,0.456825,0.51751,0.539424,0.666667,3
0.556886,0.894872,0.401114,0.673152,0.490613,0.621384,3
0.538921,0.894872,0.501393,0.607004,0.534418,0.586164,3
0.538923,0.838462,0.442897,0.645914,0.553191,0.562264,3
0.538921,0.725641,0.462396,0.412451,0.590738,0.538365,3
0.526946,0.697436,0.598886,0.494163,0.469337,0.554717,2
0.508983,0.705128,0.451253,0.412451,0.501877,0.581132,3
0.508983,0.571795,0.470752,0.171206,0.715895,0.576101,2
0.443114,0.528205,0.582173,0.190661,0.683354,0.568553,3
0.467066,0.489744,0.470752,0.202335,0.844806,0.576101,2
0.431139,0.484615,0.543175,0.178988,0.658323,0.56478,2
0.401199,0.435897,0.674095,0.202335,0.673342,0.559748,2
0.347306,0.482051,0.710306,0.178988,0.573217,0.548428,2
0.329342,0.607692,0.557103,0.280156,0.63204,0.549686,2
0.401197,0.684615,0.367688,0.361868,0.503129,0.52327,2
0.443112,0.715385,0.376045,0.583658,0.346683,0.449057,2
0.437126,0.664103,0.362117,0.579767,0.359199,0.378616,2
0.467066,0.58718,0.267409,0.307393,0.461827,0.318239,2
0.407186,0.676923,0.626741,0.439689,0.370463,0.314465,2
0.419161,0.676923,0.54039,0.338521,0.515645,0.363522,2
0.407186,0.702564,0.506964,0.319066,0.614518,0.379874,2
0.437126,0.584615,0.501393,0.280156,0.600751,0.392453,2
0.407186,0.607692,0.476323,0.214008,0.652065,0.413836,2
0.425151,0.374359,0.292479,0.392996,0.570713,0.405031,2
0.395209,0.369231,0.169916,0.645914,0.331665,0.32956,2
0.443114,0.420513,0.24234,0.428016,0.526909,0.337107,2
0.347306,0.328205,0.153203,0.202335,0.629537,0.348428,2
0.395211,0.294872,0.980501,0.233463,0.634543,0.36478,2
0.425151,0.279487,0.89415,0.307393,0.566959,0.386164,2
0.383232,0.341026,0.832869,0.36965,0.365457,0.421384,1
0.353292,0.397436,0.721448,0.182879,0.409262,0.455346,1
0.341319,0.497436,0.518106,0.046693,0.419274,0.466667,1
0.371257,0.471795,0.267409,0.365759,0.446809,0.45283,1
0.449102,0.392308,0.21727,0.536965,0.227785,0.420126,2
0.520958,0.307692,0.225627,0.552529,0.319149,0.371069,3
0.544911,0.417949,0.203343,0.770428,0.499374,0.315723,3
0.532932,0.5,0.286908,0.361868,0.623279,0.333333,3
0.485031,0.407692,0.211699,0.385214,0.730914,0.322013,3
0.449102,0.333333,0.183844,0.357977,0.594493,0.313208,2
0.431139,0.282051,0.075209,0.357977,0.573217,0.291824,2
0.443112,0.317949,0.997214,0.330739,0.564456,0.296855,2
0.413174,0.417949,0.988858,0.206226,0.618273,0.319497,2
0.389222,0.505128,0.590529,0.116732,0.61577,0.359748,2
0.407186,0.582051,0.467967,0.128405,0.69587,0.381132,1
0.449102,0.682051,0.406685,0.361868,0.47184,0.352201,2
0.502992,0.597436,0.317549,0.638132,0.36796,0.247799,3
0.497006,0.648718,0.292479,0.875486,0.573217,0.067925,3
0.467066,0.735897,0.389972,0.361868,0.571965,0.047799,3
0.455089,0.838462,0.454039,0.564202,0.60826,0,3
0.413172,0.925641,0.557103,0.715953,0.673342,0.010063,3
0.311379,0.866667,0.610028,0.821012,0.689612,0.119497,3
0.395209,0.876923,0.557103,0.77821,0.628285,0.194969,3
0.371257,0.882051,0.551532,0.634241,0.664581,0.267925,3
0.401197,0.782051,0.504178,0.420233,0.67209,0.325786,2
0.383234,0.679487,0.45961,0.330739,0.544431,0.361006,2
0.431137,0.574359,0.456825,0.214008,0.690864,0.389937,2
0.395211,0.546154,0.576602,0.319066,0.514393,0.412579,1
0.401197,0.589744,0.704735,0.33463,0.534418,0.444025,2
0.353292,0.551282,0.657382,0.373541,0.506884,0.461635,2
0.359282,0.476923,0.743733,0.587549,0.525657,0.49434,2
0.341319,0.51282,0.671309,0.396887,0.571965,0.495597,2
0.311377,0.479487,0.682451,0.33463,0.496871,0.493082,2
0.281439,0.410256,0.710306,0.299611,0.479349,0.503145,1
0.281437,0.361538,0.710306,0.276265,0.361702,0.52956,2
0.239522,0.317949,0.785515,0.385214,0.340426,0.538365,2
0.233534,0.420513,0.738162,0.536965,0.350438,0.561006,2
0.257486,0.44359,0.752089,0.36965,0.331665,0.591195,2
0.287426,0.458974,0.746518,0.159533,0.539424,0.625157,2
0.365269,0.653846,0.467967,0.249027,0.563204,0.632704,1
0.479041,0.671795,0.598886,0.381323,0.387985,0.6,2
0.437126,0.541026,0.718663,0.638132,0.28786,0.601258,3
0.353294,0.546154,0.718663,0.653696,0.503129,0.637736,3
0.359282,0.592308,0.740947,0.599222,0.524406,0.669182,3
0.317366,0.484615,0.738162,0.607004,0.679599,0.719497,3
0.359281,0.451282,0.791086,0.529183,0.633292,0.774843,3
0.341319,0.466667,0.78273,0.381323,0.683354,0.825157,3
0.311379,0.592308,0.62117,0.322957,0.742178,0.823899,2
0.341319,0.620513,0.526462,0.2607,0.663329,0.803774,2
0.353294,0.592308,0.376045,0.412451,0.436796,0.724528,2
0.371259,0.669231,0.32312,0.727626,0.409262,0.583648,3
0.508981,0.774359,0.342618,1,0.635795,0.401258,3
0.467066,0.794872,0.584958,0.513619,0.733417,0.322013,3
0.377246,0.817949,0.498607,0.51751,0.620776,0.315723,3
0.413174,0.874359,0.431755,0.607004,0.627034,0.286792,3
0.383234,0.738462,0.381616,0.743191,0.669587,0.27044,3
0.383234,0.505128,0.311978,0.579767,0.65582,0.301887,3
0.371257,0.294872,0.264624,0.40856,0.589487,0.378616,2
0.377246,0.279487,0.139276,0.202335,0.598248,0.459119,2
0.389222,0.476923,0.270195,0.143969,0.624531,0.47673,2
0.365269,0.694872,0.431755,0.435798,0.520651,0.407547,2
0.377246,0.753846,0.426184,0.684825,0.317897,0.255346,2
0.383232,0.461538,0.799443,0.548638,0.359199,0.2,3
0.317366,0.530769,0.763231,0.529183,0.46433,0.220126,3
0.323352,0.61282,0.713092,0.677043,0.554443,0.226415,3
0.371257,0.61282,0.710306,0.657588,0.67209,0.198742,3
0.377246,0.502564,0.785515,0.529183,0.793492,0.2,3
0.371259,0.392308,0.844011,0.59144,0.645807,0.247799,3
0.359281,0.305128,0.832869,0.529183,0.550688,0.295597,3
0.293414,0.271795,0.824513,0.657588,0.50438,0.36478,2
0.305391,0.382051,0.83844,0.48249,0.463079,0.392453,2
0.257486,0.5,0.791086,0.365759,0.414268,0.4,2
0.335331,0.54359,0.679666,0.373541,0.449312,0.387421,1
0.257486,0.469231,0.350975,0.105058,0.468085,0.391195,1
0.287426,0.392308,0.699164,0.151751,0.396746,0.406289,3
0.239522,0.328205,0.768802,0.206226,1,0.461635,2
0.311379,0.307692,0.849582,0.420233,0.558198,0.498113,2
0.263474,0.297436,0.888579,0.599222,0.493116,0.522013,3
0.227545,0.217949,0.841226,0.498054,0.481852,0.54717,3
0.227545,0.251282,0.885794,0.653696,0.453066,0.597484,3
0.245509,0.192308,0.871866,0.661479,0.560701,0.638994,3
0.245511,0.174359,0.902507,0.595331,0.476846,0.696855,3
0.281439,0.269231,0.846797,0.540856,0.489362,0.745912,2
0.305389,0.428205,0.796657,0.315175,0.440551,0.769811,2
0.335331,0.523077,0.724234,0.202335,0.473091,0.76478,1
0.377246,0.717949,0.423398,0.245136,0.310388,0.727044,2
0.377246,0.835897,0.417827,0.642023,0.257822,0.657862,3
0.437126,0.805128,0.406685,0.758755,0.485607,0.548428,3
0.413174,0.587179,0.62117,0.350195,0.624531,0.553459,3
0.365271,0.610256,0.568245,0.299611,0.584481,0.566038,3
0.377246,0.676923,0.487465,0.350195,0.633292,0.561006,3
0.383232,0.625641,0.649025,0.272374,0.700876,0.577358,3
0.377246,0.615385,0.548747,0.373541,0.743429,0.610063,3
0.359281,0.658974,0.529248,0.33463,0.724656,0.628931,3
0.359281,0.648718,0.54039,0.428016,0.778473,0.646541,3
0.383234,0.671795,0.545961,0.307393,0.64831,0.660377,2
0.377246,0.764103,0.451253,0.48249,0.584481,0.654088,2
0.431139,0.887179,0.448468,0.626459,0.397997,0.587421,3
0.431137,0.35641,0.802228,0.575875,0.170404,0.549686,3
0.365269,0.392308,0.802228,0.33463,0.570713,0.656604,3
0.359281,0.515385,0.665738,0.190661,0.64831,0.715723,2
0.353292,0.610256,0.451253,0.330739,0.728411,0.72956,3
0.449102,0.7,0.367688,0.552529,0.558198,0.700629,3
0.473054,0.861538,0.37883,0.774319,0.474343,0.623899,3
0.467066,0.851282,0.4039,0.789883,0.510638,0.594969,3
0.479041,0.579487,0.442897,0.357977,0.635795,0.627673,3
0.437126,0.633333,0.423398,0.389105,0.680851,0.558491,3
0.502992,0.807692,0.426184,0.599222,0.617021,0.522013,3
0.449101,0.653846,0.612813,0.338521,0.669587,0.489308,3
0.389222,0.584615,0.690808,0.416342,0.680851,0.555975,3
0.377246,0.792308,0.470752,0.420233,0.65582,0.622642,3
0.473054,0.779487,0.440111,0.474708,0.566959,0.622642,3
0.419161,0.615385,0.364903,0.459144,0.57572,0.597484,3
0.526946,0.774359,0.331476,0.599222,0.516896,0.479245,3
0.502994,0.782051,0.362117,0.735409,0.531915,0.425157,3
0.449102,0.676923,0.504178,0.291829,0.724656,0.445283,3
0.365271,0.689744,0.571031,0.365759,0.745932,0.522013,3
0.377246,0.694872,0.529248,0.571984,0.649562,0.597484,3
0.371259,0.710256,0.568245,0.416342,0.677096,0.657862,3
0.389221,0.615385,0.470752,0.342412,0.685857,0.690566,3
0.395211,0.54359,0.362117,0.412451,0.638298,0.679245,2
0.461077,0.482051,0.247911,0.51751,0.579474,0.623899,2
0.467066,0.592308,0.272981,0.680934,0.419274,0.549686,3
0.437126,0.707692,0.339833,0.684825,0.421777,0.51195,3
0.502994,0.710256,0.328691,0.661479,0.481852,0.49434,3
0.502992,0.758974,0.376045,0.70428,0.494368,0.489308,3
0.461077,0.725641,0.376045,0.614786,0.584481,0.498113,3
0.461079,0.65641,0.389972,0.544747,0.618273,0.506918,3
0.443114,0.548718,0.398329,0.311284,0.709637,0.525786,3
0.443112,0.482051,0.465181,0.143969,0.675845,0.542138,2
0.431139,0.335897,0.114206,0.070039,0.679599,0.559748,2
0.419161,0.34359,0.041783,0.035019,0.618273,0.569811,2
0.395209,0.261538,0.08078,0.29572,0.620776,0.58239,1
0.347306,0.341026,0.086351,0.175097,0.578223,0.583648,1
0.389222,0.425641,0.289694,0.062257,0.609512,0.576101,2
0.359281,0.566667,0.451253,0.307393,0.638298,0.58239,1
0.383232,0.533333,0.445682,0.198444,0.569462,0.615094,1
0.431137,0.530769,0.342618,0.311284,0.409262,0.615094,1
0.467066,0.546154,0.272981,0.365759,0.320401,0.586164,2
0.473052,0.582051,0.300836,0.583658,0.289111,0.539623,2
0.485029,0.587179,0.306407,0.645914,0.390488,0.490566,3
0.526946,0.651282,0.29805,0.669261,0.490613,0.437736,3
0.485029,0.715385,0.348189,0.564202,0.555695,0.394969,3
0.473052,0.871795,0.387187,0.677043,0.574468,0.392453,3
0.389221,0.820513,0.532033,0.548638,0.670839,0.485535,3
0.419161,0.748718,0.445682,0.521401,0.629537,0.554717,3
0.443112,0.689744,0.387187,0.490272,0.581977,0.577358,3
0.449101,0.74359,0.345404,0.669261,0.483104,0.538365,3
0.491017,0.807692,0.342618,0.708171,0.523154,0.477987,3
0.526946,0.725641,0.348189,0.762646,0.571965,0.454088,3
0.526946,0.751282,0.376045,0.684825,0.59199,0.418868,3
0.502994,0.658974,0.409471,0.33463,0.71214,0.45283,3
0.461079,0.505128,0.29805,0.182879,0.596996,0.436478,3
0.467066,0.546154,0.317549,0.155642,0.699625,0.398742,3
0.437126,0.646154,0.518106,0.202335,0.669587,0.381132,3
0.461079,0.697436,0.43454,0.350195,0.669587,0.392453,3
0.437126,0.607692,0.431755,0.400778,0.625782,0.397484,2
0.443112,0.415385,0.275766,0.326848,0.531915,0.379874,2
0.455089,0.287179,0.139276,0.354086,0.494368,0.320755,2
0.443112,0.325641,0.236769,0.202335,0.546934,0.325786,2
0.443112,0.338462,0.986072,0.159533,0.619524,0.348428,2
0.443112,0.364103,0.891365,0.202335,0.579474,0.387421,1
0.419162,0.417949,0.841226,0.245136,0.501877,0.431447,1
0.353294,0.417949,0.824513,0.33463,0.382979,0.500629,1
0.299402,0.466667,0.718663,0.202335,0.418023,0.562264,1
0.287426,0.525641,0.598886,0.077821,0.455569,0.605031,1
0.335331,0.561538,0.417827,0.214008,0.435544,0.613836,1
0.383232,0.6,0.334262,0.439689,0.261577,0.602516,2
0.425151,0.548718,0.306407,0.552529,0.382979,0.554717,3
0.455089,0.558974,0.292479,0.645914,0.496871,0.496855,3
0.455089,0.623077,0.292479,0.743191,0.515645,0.410063,3
0.461079,0.558974,0.284123,0.789883,0.642053,0.352201,3
0.443112,0.628205,0.267409,0.708171,0.707134,0.271698,3
0.461079,0.75641,0.473538,0.40856,0.75219,0.290566,3
0.455089,0.741026,0.398329,0.459144,0.684606,0.342138,3
0.449101,0.584615,0.370474,0.361868,0.60826,0.374843,2
0.443114,0.464103,0.281337,0.350195,0.61577,0.374843,2
0.479041,0.302564,0.220056,0.33463,0.548185,0.314465,2
0.449102,0.274359,0.194986,0.447471,0.441802,0.259119,3
0.431137,0.466667,0.13649,0.474708,0.633292,0.227673,3
0.395211,0.697436,0.67688,0.225681,0.808511,0.279245,3
0.419161,0.68718,0.506964,0.385214,0.594493,0.374843,2
0.437126,0.507692,0.334262,0.319066,0.548185,0.406289,2
0.449101,0.382051,0.189415,0.459144,0.496871,0.381132,2
0.437126,0.484615,0.233983,0.404669,0.440551,0.366038,2
0.395211,0.607692,0.440111,0.194553,0.598248,0.368553,2
0.365271,0.669231,0.604457,0.451362,0.435544,0.432704,2
0.359282,0.635897,0.557103,0.307393,0.463079,0.49434,2
0.371257,0.602564,0.328691,0.365759,0.438048,0.515723,2
0.467066,0.510256,0.295265,0.540856,0.301627,0.485535,2
0.437126,0.484615,0.24234,0.684825,0.385482,0.397484,3
0.461079,0.5,0.264624,0.859922,0.548185,0.27044,3
0.467066,0.628205,0.303621,0.400778,0.669587,0.221384,3
